"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Brunei Darussalam","BRN","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.299","","","10.437","8.948","8.587","7.673","7.384","5.095","6.565",
"Bhután","BTN","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.73","3.59","","3.71","2.33","","1.39","","","7.061","3.309","6.231","5.102","5.161","2.205",
"Botswana","BWA","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.478","","","21.115","21.03","","","","","","","","","22.748","22.216","27.22","25.352","27.148",
"República Centroafricana","CAF","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canadá","CAN","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.226","15.355","17.452","17.065","16.277","15.065","15.557","15.818","14.622","13.655","12.524","12.926","13.983","13.743","13.488","12.482","12.466","12.129","11.952","16.073","16.17","15.58","15.137","14.569","14.258","14.13","14.072","12.871","11.776","11.537","17.026","14.532","11.304","11.711",
"Europa Central y del Báltico","CEB","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.831773787295","15.6320396728915","13.2798361957176","15.8484185016023","20.0521141784143","23.4825105170777","23.8648404204691","24.1715093875921","24.3680583306341","23.9338005405152","20.6576546703982","16.5006155706119","14.552384833958","19.0049532959445","21.5687386938216","21.6362742268695","22.4533052101502","22.2158121975016","20.4884506386288","16.6523252126604","14.3280260013949","12.518866893619","10.5927248357336","9.97155217540986","11.4110771168667","13.2511414182063","13.0988800471136","12.6139693526185",
"Suiza","CHE","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.916","2.918","4.611","5.141","5.505","6.257","6.825","5.396","5.475","4.702","5.366","5.066","6.732","7.773","8.022","7.347","6.773","6.309","7.968","8.33","8.178","8.303","8.555","8.253","8.697","9.503","8.195","7.841","7.939","8.266","9.348","7.916","7.64",
"Islas del Canal","CHI","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.994","","11.901","","","10.057","","","4.1","5.01","","10.915","8.465","7.02","6.382","6.059","6.419","6.244","6.076","6.746","7.442","7.088","11.226","9.512","8.844","9.76",
"China","CHN","Personas desempleadas con educación básica (% del desempleo total)","SL.UEM.BASC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.137","","","","","","","","","","","","","","","","","","","","","","","",
