Country,Region 2015,Region 2016,Region 2017,Region 2018,Region 2019,Happiness_Rank 2015,Happiness_Rank 2016,Happiness_Rank 2017,Happiness_Rank 2018,Happiness_Rank 2019,Happiness_Score 2015,Happiness_Score 2016,Happiness_Score 2017,Happiness_Score 2018,Happiness_Score 2019,Standard_Error 2015,Standard_Error 2016,Standard_Error 2017,Standard_Error 2018,Standard_Error 2019,Economy_(GDP_per_Capita) 2015,Economy_(GDP_per_Capita) 2016,Economy_(GDP_per_Capita) 2017,Economy_(GDP_per_Capita) 2018,Economy_(GDP_per_Capita) 2019,Family 2015,Family 2016,Family 2017,Family 2018,Family 2019,Health_(Life_Expectancy) 2015,Health_(Life_Expectancy) 2016,Health_(Life_Expectancy) 2017,Health_(Life_Expectancy) 2018,Health_(Life_Expectancy) 2019,Freedom 2015,Freedom 2016,Freedom 2017,Freedom 2018,Freedom 2019,Trust_(Government_Corruption) 2015,Trust_(Government_Corruption) 2016,Trust_(Government_Corruption) 2017,Trust_(Government_Corruption) 2018,Trust_(Government_Corruption) 2019,Generosity 2015,Generosity 2016,Generosity 2017,Generosity 2018,Generosity 2019,Dystopia_Residual 2015,Dystopia_Residual 2016,Dystopia_Residual 2017,Dystopia_Residual 2018,Dystopia_Residual 2019,Lower_Confidence_Interval 2015,Lower_Confidence_Interval 2016,Lower_Confidence_Interval 2017,Lower_Confidence_Interval 2018,Lower_Confidence_Interval 2019,Upper_Confidence_Interval 2015,Upper_Confidence_Interval 2016,Upper_Confidence_Interval 2017,Upper_Confidence_Interval 2018,Upper_Confidence_Interval 2019,Whisker_high 2015,Whisker_high 2016,Whisker_high 2017,Whisker_high 2018,Whisker_high 2019,Whisker_low 2015,Whisker_low 2016,Whisker_low 2017,Whisker_low 2018,Whisker_low 2019,Overall_rank 2015,Overall_rank 2016,Overall_rank 2017,Overall_rank 2018,Overall_rank 2019
Sri Lanka,Southern Asia,Southern Asia,,,,132.0,117.0,120.0,,,4.271,4.415,4.44000005722046,4.471,4.366,0.03751,,,,,0.83524,0.97318,1.00985014438629,0.918,0.949,1.01905,0.84783,1.25997638702393,1.314,1.265,0.70806,0.62007,0.625130832195282,0.672,0.831,0.53726,0.50817,0.561213254928589,0.585,0.47,0.09179,0.07964,0.0736539661884308,0.05,0.047,0.40828,0.46978,0.490863561630249,0.307,0.244,0.67108,0.91681,0.419389247894287,,,,4.322,,,,,4.508,,,,,,4.55344719231129,,,,,4.32655292212963,,,,,,116.0,130.0
Sudáfrica,Sub-Saharan Africa,Sub-Saharan Africa,,,,113.0,116.0,101.0,,,4.642,4.459,4.8289999961853,4.724,4.722,0.04585,,,,,0.92049,1.02416,1.05469870567322,0.94,0.96,1.18468,0.96053,1.38478863239288,1.41,1.351,0.27688,0.18611,0.187080070376396,0.33,0.469,0.33207,0.42483,0.479246735572815,0.516,0.389,0.08884,0.08415,0.0725094974040985,0.056,0.055,0.11973,0.13656,0.139362379908562,0.103,0.13,1.71956,1.64227,1.51090860366821,,,,4.371,,,,,4.547,,,,,,4.92943518772721,,,,,4.72856480464339,,,,,,105.0,106.0
Sudán,Sub-Saharan Africa,Sub-Saharan Africa,,,,118.0,133.0,130.0,,,4.55,4.139,4.13899993896484,4.139,,0.0674,,,,,0.52107,0.63069,0.65951669216156,0.605,,1.01404,0.81928,1.21400856971741,1.24,,0.36878,0.29759,0.290920823812485,0.312,,0.10081,0.0,0.0149958552792668,0.016,,0.1466,0.10039,0.089847519993782,0.082,,0.19062,0.18077,0.182317450642586,0.134,,2.20857,2.10995,1.68706583976746,,,,3.928,,,,,4.35,,,,,,4.34574716508389,,,,,3.9322527128458,,,,,,137.0,
Sudán del Sur,,Sub-Saharan Africa,,,,,143.0,147.0,,,,3.832,3.59100008010864,3.254,2.853,,,,,,,0.39394,0.39724862575531,0.337,0.306,,0.18519,0.601323127746582,0.608,0.575,,0.15781,0.163486003875732,0.177,0.295,,0.19662,0.147062435746193,0.112,0.01,,0.13015,0.116793513298035,0.106,0.091,,0.25899,0.285670816898346,0.224,0.202,,2.50929,1.87956738471985,,,,3.596,,,,,4.068,,,,,,3.72553858578205,,,,,3.45646157443523,,,,,,154.0,156.0
Suecia,Western Europe,Western Europe,,,,8.0,10.0,9.0,,,7.364,7.291,7.28399991989136,7.314,7.343,0.03157,,,,,1.33171,1.45181,1.49438726902008,1.355,1.387,1.28907,1.08764,1.47816216945648,1.501,1.487,0.91087,0.83121,0.830875158309937,0.913,1.009,0.6598,0.58218,0.612924098968506,0.659,0.574,0.43844,0.40867,0.384398728609085,0.383,0.373,0.36262,0.38254,0.385399252176285,0.285,0.267,2.37119,2.54734,2.09753799438477,,,,7.227,,,,,7.355,,,,,,7.34409487739205,,,,,7.22390496239066,,,,,,9.0,7.0
Suiza,Western Europe,Western Europe,,,,1.0,2.0,4.0,,,7.587,7.509,7.49399995803833,7.487,7.48,0.03411,,,,,1.39651,1.52733,1.56497955322266,1.42,1.452,1.34951,1.14524,1.51691174507141,1.549,1.526,0.94143,0.86303,0.858131289482117,0.927,1.052,0.66557,0.58557,0.620070576667786,0.66,0.572,0.41978,0.41203,0.367007285356522,0.357,0.343,0.29678,0.28083,0.290549278259277,0.256,0.263,2.51738,2.69463,2.2767162322998,,,,7.428,,,,,7.59,,,,,,7.56177242040634,,,,,7.42622749567032,,,,,,5.0,6.0
Surinam,Latin America and Caribbean,Latin America and Caribbean,,,,40.0,40.0,,,,6.269,6.269,,,,0.09811,,,,,0.99534,1.09686,,,,0.972,0.77866,,,,0.6082,0.50933,,,,0.59657,0.52234,,,,0.13633,0.12692,,,,0.16991,0.16665,,,,2.79094,3.06852,,,,,6.073,,,,,6.465,,,,,,,,,,,,,,,,,,
Swaziland,Sub-Saharan Africa,,,,,101.0,,,,,4.867,,,,4.212,0.08742,,,,,0.71206,,,,0.811,1.07284,,,,1.149,0.07566,,,,0.0,0.30658,,,,0.313,0.0306,,,,0.135,0.18259,,,,0.074,2.48676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0
Tailandia,Southeastern Asia,Southeastern Asia,,,,34.0,33.0,32.0,,,6.455,6.474,6.42399978637695,6.072,6.008,0.03557,,,,,0.9669,1.0893,1.12786877155304,1.016,1.05,1.26504,1.04477,1.42579245567322,1.417,1.409,0.7385,0.64915,0.647239029407501,0.707,0.828,0.55664,0.49553,0.580200731754303,0.637,0.557,0.03187,0.02833,0.0316127352416515,0.029,0.028,0.5763,0.58696,0.572123110294342,0.364,0.359,2.31945,2.5796,2.03950834274292,,,,6.396,,,,,6.552,,,,,,6.50911685571074,,,,,6.33888271704316,,,,,,46.0,52.0
Taiwan,Eastern Asia,Eastern Asia,,,,38.0,34.0,,,,6.298,6.379,,6.441,6.446,0.03868,,,,,1.29098,1.39729,,1.365,1.368,1.07617,0.92624,,1.436,1.43,0.8753,0.79565,,0.857,0.914,0.3974,0.32377,,0.418,0.351,0.08129,0.0663,,0.078,0.097,0.25376,0.25495,,0.151,0.242,2.32323,2.61523,,,,,6.305,,,,,6.453,,,,,,,,,,,,,,,,,26.0,25.0
Taiwan Province of China,,,,,,,,33.0,,,,,6.42199993133545,,,,,,,,,,1.43362653255463,,,,,1.38456535339355,,,,,0.793984234333038,,,,,0.361466586589813,,,,,0.0638292357325554,,,,,0.258360475301743,,,,,2.1266074180603,,,,,,,,,,,,,,,6.49459602192044,,,,,6.34940384075046,,,,,,,
Tanzania,Sub-Saharan Africa,Sub-Saharan Africa,,,,146.0,149.0,153.0,,,3.781,3.666,3.34899997711182,3.303,3.231,0.05061,,,,,0.2852,0.47155,0.511135876178741,0.455,0.476,1.00268,0.77623,1.04198980331421,0.991,0.885,0.38215,0.357,0.364509284496307,0.381,0.499,0.32878,0.3176,0.390017777681351,0.481,0.417,0.05747,0.05099,0.0660351067781448,0.097,0.147,0.34377,0.31472,0.354256361722946,0.27,0.276,1.38079,1.37769,0.621130466461182,,,,3.561,,,,,3.771,,,,,,3.46142975538969,,,,,3.23657019883394,,,,,,153.0,153.0
Tayikistán,Central and Eastern Europe,Central and Eastern Europe,,,,106.0,100.0,96.0,,,4.786,4.996,5.04099988937378,5.199,5.467,0.03198,,,,,0.39047,0.48835,0.524713635444641,0.474,0.493,0.85563,0.75602,1.27146327495575,1.166,1.098,0.57379,0.53119,0.529235124588013,0.598,0.718,0.47216,0.43408,0.471566706895828,0.292,0.389,0.15072,0.13509,0.146377146244049,0.034,0.144,0.22974,0.25998,0.248997643589973,0.187,0.23,2.11399,2.39106,1.84904932975769,,,,4.923,,,,,5.069,,,,,,5.11142559587956,,,,,4.970574182868,,,,,,88.0,74.0
Territorios Palestinos,Middle East and Northern Africa,Middle East and Northern Africa,,,,108.0,108.0,103.0,,,4.715,4.754,4.77500009536743,4.743,4.696,0.04394,,,,,0.59867,0.67024,0.716249227523804,0.642,0.657,0.92558,0.71629,1.15564715862274,1.217,1.247,0.66015,0.56844,0.565666973590851,0.602,0.672,0.24499,0.17744,0.25471106171608,0.266,0.225,0.12905,0.10613,0.0892826020717621,0.076,0.066,0.11251,0.11154,0.114173173904419,0.086,0.103,2.04384,2.40364,1.8788902759552,,,,4.649,,,,,4.859,,,,,,4.88184834256768,,,,,4.66815184816718,,,,,,104.0,110.0
Togo,Sub-Saharan Africa,Sub-Saharan Africa,,,,158.0,155.0,150.0,,,2.839,3.303,3.49499988555908,3.999,4.085,0.06727,,,,,0.20868,0.28123,0.305444717407227,0.259,0.275,0.13995,0.0,0.431882530450821,0.474,0.572,0.28443,0.24811,0.247105568647385,0.253,0.41,0.36453,0.34678,0.38042613863945,0.434,0.293,0.10731,0.11587,0.0956650152802467,0.101,0.085,0.16681,0.17517,0.196896150708199,0.158,0.177,1.56726,2.1354,1.83722925186157,,,,3.192,,,,,3.414,,,,,,3.59403811171651,,,,,3.39596165940166,,,,,,139.0,139.0
Trinidad & Tobago,,,,,,,,,,,,,,6.192,6.192,,,,,,,,,1.223,1.231,,,,1.492,1.477,,,,0.564,0.713,,,,0.575,0.489,,,,0.019,0.016,,,,0.171,0.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,39.0
Trinidad y Tobago,Latin America and Caribbean,Latin America and Caribbean,,,,41.0,43.0,38.0,,,6.168,6.168,6.16800022125244,,,0.10895,,,,,1.21183,1.32572,1.36135590076447,,,1.18354,0.98569,1.3802285194397,,,0.61483,0.52608,0.519983291625977,,,0.55884,0.48453,0.518630743026733,,,0.0114,0.01241,0.0089648161083459,,,0.31844,0.31935,0.325296461582184,,,2.26882,2.51394,2.05324745178223,,,,5.95,,,,,6.386,,,,,,6.38153389066458,,,,,5.95446655184031,,,,,,,
Turkmenistán,Central and Eastern Europe,Central and Eastern Europe,,,,70.0,65.0,59.0,,,5.548,5.658,5.82200002670288,5.636,5.247,0.04175,,,,,0.95847,1.08017,1.13077676296234,1.016,1.052,1.22668,1.03817,1.49314916133881,1.533,1.538,0.53886,0.44006,0.437726080417633,0.517,0.657,0.4761,0.37408,0.41827192902565,0.417,0.394,0.30844,0.28467,0.259270340204239,0.037,0.028,0.16979,0.22567,0.24992498755455,0.199,0.244,1.86984,2.21489,1.83290982246399,,,,5.58,,,,,5.736,,,,,,5.88518087550998,,,,,5.75881917789578,,,,,,68.0,87.0
Turquía,Middle East and Northern Africa,Middle East and Northern Africa,,,,76.0,78.0,69.0,,,5.332,5.389,5.5,5.483,5.373,0.03864,,,,,1.06098,1.16492,1.19827437400818,1.148,1.183,0.94632,0.87717,1.33775317668915,1.38,1.36,0.73172,0.64718,0.637605607509613,0.686,0.808,0.22815,0.23889,0.300740599632263,0.324,0.195,0.15746,0.12348,0.0996715798974037,0.109,0.106,0.12253,0.04707,0.0466930419206619,0.106,0.083,2.08528,2.29074,1.87927794456482,,,,5.295,,,,,5.483,,,,,,5.59486496329308,,,,,5.40513503670692,,,,,,74.0,79.0
Túnez,Middle East and Northern Africa,Middle East and Northern Africa,,,,107.0,98.0,102.0,,,4.739,5.045,4.80499982833862,4.592,4.461,0.03589,,,,,0.88113,0.97724,1.00726580619812,0.9,0.921,0.60429,0.43165,0.868351459503174,0.906,1.0,0.73793,0.59577,0.613212049007416,0.69,0.815,0.26268,0.23553,0.289680689573288,0.271,0.167,0.06358,0.0817,0.0867231488227844,0.063,0.055,0.06431,0.03936,0.0496933571994305,0.04,0.059,2.12466,2.68413,1.89025115966797,,,,4.965,,,,,5.125,,,,,,4.88436700701714,,,,,4.72563264966011,,,,,,111.0,124.0
Ucrania,Central and Eastern Europe,Central and Eastern Europe,,,,111.0,123.0,132.0,,,4.681,4.324,4.09600019454956,4.103,4.332,0.04412,,,,,0.79907,0.87287,0.89465194940567,0.793,0.82,1.20278,1.01413,1.39453756809235,1.413,1.39,0.6739,0.58628,0.575903952121735,0.609,0.739,0.25123,0.12859,0.122974775731564,0.163,0.178,0.02961,0.01829,0.0230294708162546,0.011,0.01,0.15275,0.20363,0.270061463117599,0.187,0.187,1.5714,1.50066,0.814382314682007,,,,4.236,,,,,4.412,,,,,,4.18541010454297,,,,,4.00659028455615,,,,,,138.0,133.0
Uganda,Sub-Saharan Africa,Sub-Saharan Africa,,,,141.0,145.0,133.0,,,3.931,3.739,4.08099985122681,4.161,4.189,0.04317,,,,,0.21102,0.34719,0.381430715322495,0.322,0.332,1.13299,0.90981,1.12982773780823,1.09,1.069,0.33861,0.19625,0.217632606625557,0.237,0.443,0.45727,0.43653,0.443185955286026,0.45,0.356,0.07267,0.06442,0.057069718837738,0.061,0.06,0.29066,0.27102,0.325766056776047,0.259,0.252,1.42766,1.51416,1.526362657547,,,,3.629,,,,,3.849,,,,,,4.19579996705055,,,,,3.96619973540306,,,,,,135.0,136.0
Uruguay,Latin America and Caribbean,Latin America and Caribbean,,,,32.0,29.0,28.0,,,6.485,6.545,6.4539999961853,6.379,6.293,0.04539,,,,,1.06166,1.18157,1.21755969524384,1.093,1.124,1.2089,1.03143,1.41222786903381,1.459,1.465,0.8116,0.72183,0.719216823577881,0.771,0.891,0.60362,0.54388,0.57939225435257,0.625,0.523,0.24558,0.21394,0.178061872720718,0.155,0.15,0.2324,0.18056,0.175096929073334,0.13,0.127,2.32142,2.67139,2.17240953445435,,,,6.456,,,,,6.634,,,,,,6.54590621769428,,,,,6.36209377467632,,,,,,31.0,33.0
Uzbekistán,Central and Eastern Europe,Central and Eastern Europe,,,,44.0,49.0,47.0,,,6.003,5.987,5.97100019454956,6.096,6.174,0.04361,,,,,0.63244,0.73591,0.786441087722778,0.719,0.745,1.34043,1.1681,1.54896914958954,1.584,1.529,0.59772,0.50163,0.498272627592087,0.605,0.756,0.65821,0.60848,0.658248662948608,0.724,0.631,0.30826,0.28333,0.246528223156929,0.259,0.24,0.22837,0.34326,0.415983647108078,0.328,0.322,2.23741,2.34638,1.81691360473633,,,,5.896,,,,,6.078,,,,,,6.06553757295012,,,,,5.876462816149,,,,,,44.0,41.0
Venezuela,Latin America and Caribbean,Latin America and Caribbean,,,,23.0,44.0,82.0,,,6.81,6.084,5.25,4.806,4.707,0.06476,,,,,1.04424,1.13367,1.12843120098114,0.996,0.96,1.25596,1.03302,1.43133759498596,1.469,1.427,0.72052,0.61904,0.617144227027893,0.657,0.805,0.42908,0.19847,0.153997123241425,0.133,0.154,0.11069,0.08304,0.0644911229610443,0.052,0.047,0.05841,0.0425,0.0650196298956871,0.056,0.064,3.19131,2.97468,1.78946375846863,,,,5.973,,,,,6.195,,,,,,5.3700319455564,,,,,5.1299680544436,,,,,,102.0,108.0
Vietnam,Southeastern Asia,Southeastern Asia,,,,75.0,96.0,94.0,,,5.36,5.061,5.07399988174438,5.103,5.175,0.03107,,,,,0.63216,0.74037,0.788547575473785,0.715,0.741,0.91226,0.79117,1.27749133110046,1.365,1.346,0.74676,0.66157,0.652168989181519,0.702,0.851,0.59444,0.55954,0.571055591106415,0.618,0.543,0.10441,0.11556,0.0876332372426987,0.079,0.073,0.1686,0.25075,0.234968051314354,0.177,0.147,2.20173,1.9418,1.46231865882874,,,,4.991,,,,,5.131,,,,,,5.14728076457977,,,,,5.000718998909,,,,,,95.0,94.0
Yemen,Middle East and Northern Africa,Middle East and Northern Africa,,,,136.0,147.0,146.0,,,4.077,3.724,3.59299993515015,3.355,3.38,0.04367,,,,,0.54649,0.57939,0.591683447360992,0.442,0.287,0.68093,0.47493,0.93538224697113,1.073,1.163,0.40064,0.31048,0.310080915689468,0.343,0.463,0.35571,0.2287,0.249463722109795,0.244,0.143,0.07854,0.05892,0.0567674227058887,0.064,0.077,0.09131,0.09821,0.104125209152699,0.083,0.108,1.92313,1.97295,1.34560060501099,,,,3.621,,,,,3.827,,,,,,3.69275031983852,,,,,3.49324955046177,,,,,,152.0,151.0
Yibuti,Sub-Saharan Africa,,,,,126.0,,,,,4.369,,,,,0.08096,,,,,0.44025,,,,,0.59207,,,,,0.36291,,,,,0.46074,,,,,0.28105,,,,,0.18093,,,,,2.05125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zambia,Sub-Saharan Africa,Sub-Saharan Africa,,,,85.0,106.0,116.0,,,5.129,4.795,4.51399993896484,4.377,4.107,0.06988,,,,,0.47038,0.61202,0.636406779289246,0.562,0.578,0.91612,0.6376,1.00318729877472,1.047,1.058,0.29924,0.23573,0.257835894823074,0.295,0.426,0.48827,0.42662,0.461603492498398,0.503,0.431,0.12468,0.11479,0.0782135501503944,0.082,0.087,0.19591,0.17866,0.249580144882202,0.221,0.247,2.6343,2.58991,1.82670545578003,,,,4.645,,,,,4.945,,,,,,4.64410550147295,,,,,4.38389437645674,,,,,,125.0,138.0
Zimbabue,Sub-Saharan Africa,Sub-Saharan Africa,,,,115.0,131.0,138.0,,,4.61,4.193,3.875,3.692,3.663,0.0429,,,,,0.271,0.35041,0.375846534967422,0.357,0.366,1.03276,0.71478,1.08309590816498,1.094,1.114,0.33475,0.1595,0.196763753890991,0.248,0.433,0.25861,0.25429,0.336384207010269,0.406,0.361,0.08079,0.08582,0.0953753814101219,0.099,0.089,0.18987,0.18503,0.189143493771553,0.132,0.151,2.44191,2.4427,1.59797024726868,,,,4.101,,,,,4.285,,,,,,3.97869964271784,,,,,3.77130035728216,,,,,,144.0,146.0
