Country,Region 2015,Region 2016,Region 2017,Region 2018,Region 2019,Happiness_Rank 2015,Happiness_Rank 2016,Happiness_Rank 2017,Happiness_Rank 2018,Happiness_Rank 2019,Happiness_Score 2015,Happiness_Score 2016,Happiness_Score 2017,Happiness_Score 2018,Happiness_Score 2019,Standard_Error 2015,Standard_Error 2016,Standard_Error 2017,Standard_Error 2018,Standard_Error 2019,Economy_(GDP_per_Capita) 2015,Economy_(GDP_per_Capita) 2016,Economy_(GDP_per_Capita) 2017,Economy_(GDP_per_Capita) 2018,Economy_(GDP_per_Capita) 2019,Family 2015,Family 2016,Family 2017,Family 2018,Family 2019,Health_(Life_Expectancy) 2015,Health_(Life_Expectancy) 2016,Health_(Life_Expectancy) 2017,Health_(Life_Expectancy) 2018,Health_(Life_Expectancy) 2019,Freedom 2015,Freedom 2016,Freedom 2017,Freedom 2018,Freedom 2019,Trust_(Government_Corruption) 2015,Trust_(Government_Corruption) 2016,Trust_(Government_Corruption) 2017,Trust_(Government_Corruption) 2018,Trust_(Government_Corruption) 2019,Generosity 2015,Generosity 2016,Generosity 2017,Generosity 2018,Generosity 2019,Dystopia_Residual 2015,Dystopia_Residual 2016,Dystopia_Residual 2017,Dystopia_Residual 2018,Dystopia_Residual 2019,Lower_Confidence_Interval 2015,Lower_Confidence_Interval 2016,Lower_Confidence_Interval 2017,Lower_Confidence_Interval 2018,Lower_Confidence_Interval 2019,Upper_Confidence_Interval 2015,Upper_Confidence_Interval 2016,Upper_Confidence_Interval 2017,Upper_Confidence_Interval 2018,Upper_Confidence_Interval 2019,Whisker_high 2015,Whisker_high 2016,Whisker_high 2017,Whisker_high 2018,Whisker_high 2019,Whisker_low 2015,Whisker_low 2016,Whisker_low 2017,Whisker_low 2018,Whisker_low 2019,Overall_rank 2015,Overall_rank 2016,Overall_rank 2017,Overall_rank 2018,Overall_rank 2019
Macedonia del Norte,,,,,,,,,,,,,,,5.274,,,,,,,,,,0.983,,,,,1.294,,,,,0.838,,,,,0.345,,,,,0.034,,,,,0.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0
Madagascar,Sub-Saharan Africa,Sub-Saharan Africa,,,,147.0,148.0,144.0,,,3.681,3.695,3.64400005340576,3.774,3.933,0.03633,,,,,0.20824,0.27954,0.305808693170547,0.262,0.274,0.66801,0.46115,0.913020372390747,0.908,0.916,0.46721,0.37109,0.375223308801651,0.402,0.555,0.19184,0.13684,0.189196765422821,0.221,0.148,0.08124,0.07506,0.0672319754958153,0.049,0.041,0.21333,0.2204,0.208732530474663,0.155,0.169,1.851,2.15075,1.58461260795593,,,,3.621,,,,,3.769,,,,,,3.71431910589337,,,,,3.57368100091815,,,,,,143.0,143.0
Malasia,Southeastern Asia,Southeastern Asia,,,,61.0,47.0,42.0,,,5.77,6.005,6.08400011062622,6.322,5.339,0.0433,,,,,1.12486,1.25142,1.29121541976929,1.161,1.221,1.07023,0.88025,1.28464603424072,1.258,1.171,0.72394,0.62366,0.618784427642822,0.669,0.828,0.53024,0.39031,0.402264982461929,0.356,0.508,0.10501,0.09081,0.0656007081270218,0.059,0.024,0.33075,0.41474,0.416608929634094,0.311,0.26,1.88541,2.35384,2.00444889068604,,,,5.921,,,,,6.089,,,,,,6.17997963652015,,,,,5.98802058473229,,,,,,35.0,80.0
Malaui,Sub-Saharan Africa,Sub-Saharan Africa,,,,131.0,132.0,136.0,,,4.292,4.156,3.97000002861023,3.587,3.41,0.0613,,,,,0.01604,0.08709,0.233442038297653,0.186,0.191,0.41134,0.147,0.512568831443787,0.541,0.56,0.22562,0.29364,0.315089583396912,0.306,0.495,0.43054,0.4143,0.466914653778076,0.531,0.443,0.06977,0.07564,0.0727116540074348,0.08,0.089,0.33128,0.30968,0.287170469760895,0.21,0.218,2.80791,2.82859,2.08178615570068,,,,4.041,,,,,4.271,,,,,,4.07747881740332,,,,,3.86252123981714,,,,,,147.0,150.0
Malta,Western Europe,Western Europe,,,,37.0,30.0,27.0,,,6.302,6.488,6.52699995040894,6.627,6.726,0.04206,,,,,1.2074,1.30782,1.34327983856201,1.27,1.3,1.30203,1.09879,1.48841166496277,1.525,1.52,0.88721,0.80315,0.821944236755371,0.884,0.999,0.60365,0.54994,0.588767051696777,0.645,0.564,0.13586,0.17554,0.153066068887711,0.142,0.151,0.51752,0.56237,0.574730575084686,0.376,0.375,1.6488,1.99032,1.55686283111572,,,,6.409,,,,,6.567,,,,,,6.59839677289128,,,,,6.45560312792659,,,,,,22.0,22.0
Malí,Sub-Saharan Africa,Sub-Saharan Africa,,,,138.0,135.0,127.0,,,3.995,4.073,4.19000005722046,4.447,4.39,0.05602,,,,,0.26074,0.31292,0.476180493831635,0.37,0.385,1.03526,0.86333,1.28147339820862,1.233,1.105,0.20583,0.16347,0.169365674257278,0.152,0.308,0.38857,0.27544,0.306613743305206,0.367,0.327,0.12352,0.13647,0.104970246553421,0.056,0.052,0.18798,0.21064,0.183354198932648,0.139,0.153,1.79293,2.11087,1.66819095611572,,,,3.988,,,,,4.158,,,,,,4.26967071101069,,,,,4.11032940343022,,,,,,118.0,128.0
Marruecos,Middle East and Northern Africa,Middle East and Northern Africa,,,,92.0,90.0,84.0,,,5.013,5.151,5.2350001335144,5.254,5.208,0.0342,,,,,0.73479,0.84058,0.878114581108093,0.779,0.801,0.64095,0.38595,0.774864435195923,0.797,0.782,0.60954,0.59471,0.59771066904068,0.669,0.782,0.41691,0.25646,0.408158332109451,0.46,0.418,0.08546,0.08404,0.0877631828188896,0.074,0.076,0.07172,0.04053,0.0322099551558495,0.026,0.036,2.45373,2.94891,2.45618939399719,,,,5.058,,,,,5.244,,,,,,5.31834096476436,,,,,5.15165930226445,,,,,,85.0,89.0
Mauricio,Sub-Saharan Africa,Sub-Saharan Africa,,,,71.0,66.0,64.0,,,5.477,5.648,5.62900018692017,5.891,5.888,0.07197,,,,,1.00761,1.14372,1.18939554691315,1.09,1.12,0.98521,0.75695,1.20956099033356,1.387,1.402,0.7095,0.66189,0.638007462024689,0.684,0.798,0.56066,0.46145,0.491247326135635,0.584,0.498,0.07521,0.05203,0.0421815551817417,0.05,0.06,0.37744,0.36951,0.360933750867844,0.245,0.215,1.76145,2.20223,1.6975839138031,,,,5.507,,,,,5.789,,,,,,5.72986219167709,,,,,5.52813818216324,,,,,,55.0,57.0
Mauritania,Sub-Saharan Africa,Sub-Saharan Africa,,,,124.0,130.0,123.0,,,4.436,4.201,4.29199981689453,4.356,4.49,0.03947,,,,,0.45407,0.61391,0.648457288742065,0.557,0.57,0.86908,0.84142,1.2720308303833,1.245,1.167,0.35874,0.28639,0.285349279642105,0.292,0.489,0.24232,0.1268,0.0960980430245399,0.129,0.066,0.17461,0.17955,0.136957004666328,0.093,0.088,0.219,0.22686,0.201870024204254,0.134,0.106,2.11773,1.9263,1.65163731575012,,,,4.127,,,,,4.275,,,,,,4.37716361626983,,,,,4.20683601751924,,,,,,126.0,122.0
Moldavia,Central and Eastern Europe,Central and Eastern Europe,,,,52.0,55.0,56.0,,,5.889,5.897,5.83799982070923,5.64,5.529,0.03799,,,,,0.59448,0.69177,0.728870630264282,0.657,0.685,1.01528,0.83132,1.25182557106018,1.301,1.328,0.61826,0.52309,0.589465200901031,0.62,0.739,0.32818,0.25202,0.240729048848152,0.232,0.245,0.01615,0.01903,0.0100912861526012,0.0,0.0,0.20951,0.19997,0.208779126405716,0.171,0.181,3.10712,3.38007,2.80780839920044,,,,5.823,,,,,5.971,,,,,,5.90837083846331,,,,,5.76762880295515,,,,,,67.0,71.0
Mongolia,Eastern Asia,Eastern Asia,,,,100.0,101.0,100.0,,,4.874,4.907,4.95499992370605,5.125,5.285,0.03313,,,,,0.82819,0.98853,1.02723586559296,0.914,0.948,1.3006,1.08983,1.4930112361908,1.517,1.531,0.60268,0.55469,0.557783484458923,0.575,0.667,0.43626,0.35972,0.394143968820572,0.395,0.317,0.02666,0.03285,0.0329022891819477,0.032,0.038,0.3323,0.34539,0.338464230298996,0.253,0.235,1.34759,1.53586,1.11129236221313,,,,4.838,,,,,4.976,,,,,,5.0216795091331,,,,,4.88832033827901,,,,,,94.0,83.0
Montenegro,Central and Eastern Europe,Central and Eastern Europe,,,,82.0,88.0,83.0,,,5.192,5.161,5.23699998855591,5.347,5.523,0.05235,,,,,0.97438,1.07838,1.12112903594971,1.017,1.051,0.90557,0.74173,1.23837649822235,1.279,1.361,0.72521,0.63533,0.667464673519135,0.729,0.871,0.1826,0.15111,0.194989055395126,0.259,0.197,0.14296,0.12721,0.0881741940975189,0.081,0.08,0.1614,0.17191,0.197911024093628,0.111,0.142,2.10017,2.25531,1.72919154167175,,,,5.055,,,,,5.267,,,,,,5.34104444056749,,,,,5.13295553654432,,,,,,81.0,73.0
Mozambique,Sub-Saharan Africa,,,,,94.0,,113.0,,,4.971,,4.55000019073486,4.417,4.466,0.07896,,,,,0.08308,,0.234305649995804,0.198,0.204,1.02626,,0.870701014995575,0.902,0.986,0.09131,,0.106654435396194,0.173,0.39,0.34037,,0.480791091918945,0.531,0.494,0.15603,,0.179436385631561,0.158,0.138,0.22269,,0.322228103876114,0.206,0.197,3.05137,,2.35565090179443,,,,,,,,,,,,,,,4.77410232633352,,,,,4.3258980551362,,,,,,123.0,123.0
México,Latin America and Caribbean,Latin America and Caribbean,,,,14.0,21.0,25.0,,,7.187,6.778,6.57800006866455,6.488,6.595,0.04176,,,,,1.02054,1.11508,1.15318381786346,1.038,1.07,0.91451,0.7146,1.210862159729,1.252,1.323,0.81444,0.71143,0.709978997707367,0.761,0.861,0.48181,0.37709,0.412730008363724,0.479,0.433,0.21312,0.18355,0.132774114608765,0.095,0.073,0.14074,0.11735,0.120990432798862,0.069,0.074,3.60214,3.55906,2.83715486526489,,,,6.68,,,,,6.876,,,,,,6.67114890769124,,,,,6.48485122963786,,,,,,24.0,23.0
Namibia,,Sub-Saharan Africa,,,,,113.0,111.0,,,,4.574,4.57399988174438,4.441,4.639,,,,,,,0.93287,0.964434325695038,0.874,0.879,,0.70362,1.0984708070755,1.281,1.313,,0.34745,0.33861181139946,0.365,0.477,,0.48614,0.520303547382355,0.519,0.401,,0.10398,0.0931469723582268,0.064,0.056,,0.07795,0.0771337449550629,0.051,0.07,,1.92198,1.4818902015686,,,,4.374,,,,,4.774,,,,,,4.77035474091768,,,,,4.37764502257109,,,,,,119.0,113.0
Nepal,Southern Asia,Southern Asia,,,,121.0,107.0,99.0,,,4.514,4.793,4.96199989318848,4.88,4.913,0.03607,,,,,0.35997,0.44626,0.479820191860199,0.425,0.446,0.86449,0.69699,1.17928326129913,1.228,1.226,0.56874,0.50073,0.504130780696869,0.539,0.677,0.38282,0.37012,0.440305948257446,0.526,0.439,0.05907,0.07008,0.0729755461215973,0.078,0.089,0.32296,0.3816,0.394096165895462,0.302,0.285,1.95637,2.32694,1.8912410736084,,,,4.698,,,,,4.888,,,,,,5.06735607936978,,,,,4.85664370700717,,,,,,101.0,100.0
Nicaragua,Latin America and Caribbean,Latin America and Caribbean,,,,57.0,48.0,43.0,,,5.828,5.992,6.07100009918213,6.141,6.105,0.05371,,,,,0.59325,0.69384,0.737299203872681,0.668,0.694,1.14184,0.89521,1.28721570968628,1.319,1.325,0.74314,0.65213,0.653095960617065,0.7,0.835,0.55475,0.46582,0.447551846504211,0.527,0.435,0.19317,0.16292,0.130687981843948,0.128,0.127,0.27815,0.29773,0.301674216985703,0.208,0.2,2.32407,2.82428,2.51393055915833,,,,5.877,,,,,6.107,,,,,,6.18658360034227,,,,,5.95541659802198,,,,,,41.0,45.0
Nigeria,Sub-Saharan Africa,Sub-Saharan Africa,,,,78.0,103.0,95.0,,,5.268,4.875,5.07399988174438,5.155,5.265,0.04192,,,,,0.65435,0.75216,0.783756256103516,0.689,0.696,0.90432,0.64498,1.21577048301697,1.172,1.111,0.16007,0.05108,0.0569157302379608,0.048,0.245,0.34334,0.27854,0.394952565431595,0.462,0.426,0.0403,0.0305,0.0261215660721064,0.032,0.041,0.27233,0.23219,0.230947196483612,0.201,0.215,2.89319,2.88586,2.36539053916931,,,,4.75,,,,,5.0,,,,,,5.20950013548136,,,,,4.93849962800741,,,,,,91.0,85.0
North Cyprus,Western Europe,Western Europe,,,,66.0,62.0,61.0,,,5.695,5.771,5.80999994277954,,,0.05635,,,,,1.20806,1.31141,1.3469113111496,,,1.07008,0.81826,1.18630337715149,,,0.92356,0.84142,0.834647238254547,,,0.49027,0.43596,0.471203625202179,,,0.1428,0.16578,0.155353352427483,,,0.26169,0.26322,0.266845703125,,,1.59888,1.93447,1.54915761947632,,,,5.67,,,,,5.872,,,,,,5.89736646488309,,,,,5.72263342067599,,,,,,,
Northern Cyprus,,,,,,,,,,,,,,5.835,5.718,,,,,,,,,1.229,1.263,,,,1.211,1.252,,,,0.909,1.042,,,,0.495,0.417,,,,0.154,0.162,,,,0.179,0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,64.0
Noruega,Western Europe,Western Europe,,,,4.0,4.0,1.0,,,7.522,7.498,7.53700017929077,7.594,7.554,0.0388,,,,,1.459,1.57744,1.61646318435669,1.456,1.488,1.33095,1.1269,1.53352355957031,1.582,1.582,0.88521,0.79579,0.796666502952576,0.861,1.028,0.66973,0.59609,0.635422587394714,0.686,0.603,0.36503,0.35776,0.315963834524155,0.34,0.341,0.34699,0.37895,0.36201223731041,0.286,0.271,2.46531,2.66465,2.27702665328979,,,,7.421,,,,,7.575,,,,,,7.59444482058287,,,,,7.47955553799868,,,,,,2.0,3.0
Nueva Zelanda,Australia and New Zealand,Australia and New Zealand,,,,9.0,8.0,8.0,,,7.286,7.334,7.31400012969971,7.324,7.307,0.03371,,,,,1.25018,1.36066,1.40570604801178,1.268,1.303,1.31967,1.17278,1.54819512367249,1.601,1.557,0.90837,0.83096,0.816759705543518,0.876,1.026,0.63938,0.58147,0.614062130451202,0.669,0.585,0.42922,0.41904,0.382816702127457,0.389,0.38,0.47501,0.49401,0.500005125999451,0.365,0.33,2.26425,2.47553,2.0464563369751,,,,7.264,,,,,7.404,,,,,,7.3795104418695,,,,,7.24848981752992,,,,,,8.0,8.0
Níger,Sub-Saharan Africa,Sub-Saharan Africa,,,,144.0,142.0,135.0,,,3.845,3.856,4.02799987792969,4.166,4.628,0.03602,,,,,0.0694,0.1327,0.161925330758095,0.131,0.138,0.77265,0.6053,0.993025004863739,0.867,0.774,0.29707,0.26162,0.26850500702858,0.221,0.366,0.47692,0.38041,0.36365869641304,0.39,0.318,0.15639,0.17176,0.138572946190834,0.099,0.102,0.19387,0.2097,0.228673845529556,0.175,0.188,1.87877,2.09469,1.87398338317871,,,,3.781,,,,,3.931,,,,,,4.11194681972265,,,,,3.94405293613672,,,,,,134.0,114.0
Omán,Middle East and Northern Africa,,,,,22.0,,,,,6.853,,,,,0.05335,,,,,1.36011,,,,,1.08182,,,,,0.76276,,,,,0.63274,,,,,0.32524,,,,,0.21542,,,,,2.47489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistán,Southern Asia,Southern Asia,,,,81.0,92.0,80.0,,,5.194,5.132,5.26900005340576,5.472,5.653,0.03726,,,,,0.59543,0.68816,0.72688353061676,0.652,0.677,0.41411,0.26135,0.672690689563751,0.81,0.886,0.51466,0.40306,0.402047783136368,0.424,0.535,0.12102,0.14622,0.23521526157856,0.334,0.313,0.10464,0.1388,0.124348066747189,0.113,0.098,0.33671,0.31185,0.315446019172668,0.216,0.22,3.10709,3.18286,2.79248929023743,,,,5.038,,,,,5.226,,,,,,5.35998364135623,,,,,5.17801646545529,,,,,,75.0,67.0
Panamá,Latin America and Caribbean,Latin America and Caribbean,,,,25.0,25.0,30.0,,,6.786,6.701,6.4520001411438,6.43,6.321,0.0491,,,,,1.06353,1.18306,1.23374843597412,1.112,1.149,1.1985,0.98912,1.37319254875183,1.438,1.442,0.79661,0.70835,0.706156134605408,0.759,0.91,0.5421,0.48927,0.550026834011078,0.597,0.516,0.0927,0.08423,0.070983923971653,0.063,0.054,0.24434,0.2418,0.21055693924427,0.125,0.109,2.84848,3.00559,2.30719995498657,,,,6.601,,,,,6.801,,,,,,6.55713071614504,,,,,6.34686956614256,,,,,,27.0,31.0
Paraguay,Latin America and Caribbean,Latin America and Caribbean,,,,53.0,70.0,70.0,,,5.878,5.538,5.49300003051758,5.681,5.743,0.04563,,,,,0.75985,0.89373,0.932537317276001,0.835,0.855,1.30477,1.11111,1.50728487968445,1.522,1.475,0.66098,0.58295,0.579250693321228,0.615,0.777,0.53899,0.46235,0.473507791757584,0.541,0.514,0.08242,0.07396,0.091065913438797,0.074,0.08,0.3424,0.25296,0.224150657653809,0.162,0.184,2.18896,2.16091,1.6853334903717,,,,5.453,,,,,5.623,,,,,,5.57738126963377,,,,,5.40861879140139,,,,,,64.0,63.0
Países Bajos,Western Europe,Western Europe,,,,7.0,7.0,6.0,,,7.378,7.339,7.3769998550415,7.441,7.488,0.02799,,,,,1.32944,1.46468,1.50394463539124,1.361,1.396,1.28017,1.02912,1.42893922328949,1.488,1.522,0.89284,0.81231,0.810696125030518,0.878,0.999,0.61576,0.55211,0.585384488105774,0.638,0.557,0.31814,0.29927,0.282661825418472,0.295,0.298,0.4761,0.47416,0.470489829778671,0.333,0.322,2.4657,2.70749,2.29480409622192,,,,7.284,,,,,7.394,,,,,,7.42742584124207,,,,,7.32657386884093,,,,,,6.0,5.0
Perú,Latin America and Caribbean,Latin America and Caribbean,,,,58.0,64.0,63.0,,,5.824,5.743,5.71500015258789,5.663,5.697,0.04615,,,,,0.90019,0.99602,1.03522527217865,0.934,0.96,0.97459,0.81255,1.21877038478851,1.249,1.274,0.73017,0.62994,0.630166113376617,0.674,0.854,0.41496,0.37502,0.450002878904343,0.53,0.455,0.05989,0.05292,0.0470490865409374,0.034,0.027,0.14982,0.14527,0.126819714903831,0.092,0.083,2.5945,2.73117,2.20726943016052,,,,5.647,,,,,5.839,,,,,,5.81194677859545,,,,,5.61805352658033,,,,,,65.0,65.0
Polonia,Central and Eastern Europe,Central and Eastern Europe,,,,60.0,57.0,46.0,,,5.791,5.835,5.97300004959106,6.123,6.182,0.04263,,,,,1.12555,1.24585,1.29178786277771,1.176,1.206,1.27948,1.04685,1.44571197032928,1.448,1.438,0.77903,0.69058,0.699475347995758,0.781,0.884,0.53122,0.4519,0.520342111587524,0.546,0.483,0.04212,0.055,0.0593078061938286,0.064,0.05,0.16759,0.14443,0.158465966582298,0.108,0.117,1.86565,2.20035,1.79772281646729,,,,5.749,,,,,5.921,,,,,,6.05390834122896,,,,,5.89209175795317,,,,,,42.0,40.0
Portugal,Western Europe,Western Europe,,,,88.0,94.0,89.0,,,5.102,5.123,5.19500017166138,5.41,5.693,0.04802,,,,,1.15991,1.27607,1.3151752948761,1.188,1.221,1.13935,0.94367,1.36704301834106,1.429,1.431,0.87519,0.79363,0.795843541622162,0.884,0.999,0.51469,0.44727,0.498465299606323,0.562,0.508,0.01078,0.01521,0.0158694516867399,0.017,0.025,0.13719,0.11691,0.0951027125120163,0.055,0.047,1.26462,1.53015,1.10768270492554,,,,5.03,,,,,5.216,,,,,,5.28504173308611,,,,,5.10495861023665,,,,,,77.0,66.0
Puerto Rico,,Latin America and Caribbean,,,,,15.0,,,,,7.039,,,,,,,,,,1.35943,,,,,1.08113,,,,,0.77758,,,,,0.46823,,,,,0.12275,,,,,0.22202,,,,,3.0076,,,,,6.794,,,,,7.284,,,,,,,,,,,,,,,,,,
Reino Unido,Western Europe,Western Europe,,,,21.0,23.0,19.0,,,6.867,6.725,6.71400022506714,7.19,7.054,0.01866,,,,,1.26637,1.40283,1.44163393974304,1.244,1.333,1.28548,1.08672,1.49646008014679,1.433,1.538,0.90943,0.80991,0.805335938930511,0.888,0.996,0.59625,0.50036,0.508190035820007,0.464,0.45,0.32067,0.27399,0.265428066253662,0.082,0.278,0.51912,0.50156,0.492774158716202,0.262,0.348,1.96994,2.14999,1.70414352416992,,,,6.647,,,,,6.803,,,,,,6.78379176110029,,,,,6.64420868903399,,,,,,11.0,15.0
República Centroafricana,Sub-Saharan Africa,,,,,148.0,,155.0,,,3.678,,2.69300007820129,3.083,3.083,0.06112,,,,,0.0785,,0.0,0.024,0.026,0.0,,0.0,0.0,0.0,0.06699,,0.0187726859003305,0.01,0.105,0.48879,,0.270842045545578,0.305,0.225,0.08289,,0.0565650761127472,0.038,0.035,0.23835,,0.280876487493515,0.218,0.235,2.7223,,2.06600475311279,,,,,,,,,,,,,,,2.86488426923752,,,,,2.52111588716507,,,,,,155.0,155.0
República Checa,Central and Eastern Europe,Central and Eastern Europe,,,,31.0,27.0,23.0,,,6.505,6.596,6.60900020599365,6.711,6.852,0.04168,,,,,1.17898,1.30915,1.35268235206604,1.233,1.269,1.20643,1.00793,1.43388521671295,1.489,1.487,0.84483,0.76376,0.754444003105164,0.854,0.92,0.46364,0.41418,0.490946173667908,0.543,0.457,0.02652,0.03986,0.0368729270994663,0.034,0.036,0.10686,0.09929,0.0881067588925362,0.064,0.046,2.67782,2.96211,2.45186185836792,,,,6.515,,,,,6.677,,,,,,6.68386246263981,,,,,6.5341379493475,,,,,,21.0,20.0
República Dominicana,Latin America and Caribbean,Latin America and Caribbean,,,,98.0,89.0,86.0,,,4.885,5.155,5.23000001907349,5.302,5.425,0.07446,,,,,0.89537,1.02787,1.07937383651733,0.982,1.015,1.17202,0.99496,1.40241670608521,1.441,1.401,0.66825,0.57669,0.574873745441437,0.614,0.779,0.57672,0.52259,0.55258983373642,0.578,0.497,0.14234,0.12372,0.113945253193378,0.106,0.101,0.21684,0.21286,0.186967849731445,0.12,0.113,1.21305,1.69626,1.31946516036987,,,,5.037,,,,,5.273,,,,,,5.34906088516116,,,,,5.11093915298581,,,,,,83.0,77.0
Ruanda,Sub-Saharan Africa,Sub-Saharan Africa,,,,154.0,152.0,151.0,,,3.465,3.515,3.47099995613098,3.408,3.334,0.03464,,,,,0.22208,0.32846,0.368745893239975,0.332,0.359,0.7737,0.61586,0.945707023143768,0.896,0.711,0.42864,0.31865,0.326424807310104,0.4,0.614,0.59201,0.5432,0.581843852996826,0.636,0.555,0.55191,0.50521,0.455220013856888,0.444,0.411,0.22628,0.23552,0.252756029367447,0.2,0.217,0.67042,0.96819,0.540061235427856,,,,3.444,,,,,3.586,,,,,,3.54303023353219,,,,,3.39896967872977,,,,,,151.0,152.0
Rumania,Central and Eastern Europe,Central and Eastern Europe,,,,86.0,71.0,57.0,,,5.124,5.528,5.82499980926514,5.945,6.07,0.06607,,,,,1.04345,1.1697,1.21768391132355,1.116,1.162,0.88588,0.72803,1.15009129047394,1.219,1.232,0.7689,0.67602,0.685158312320709,0.726,0.825,0.35068,0.36712,0.457003742456436,0.528,0.462,0.00649,0.00679,0.00438790069893,0.001,0.005,0.13748,0.12889,0.133519917726517,0.088,0.083,1.93129,2.45184,2.17683148384094,,,,5.427,,,,,5.629,,,,,,5.91969415679574,,,,,5.73030546173453,,,,,,52.0,48.0
Rusia,Central and Eastern Europe,Central and Eastern Europe,,,,64.0,56.0,49.0,,,5.716,5.856,5.96299982070923,5.81,5.648,0.03135,,,,,1.13764,1.23228,1.28177809715271,1.151,1.183,1.23617,1.05261,1.46928238868713,1.479,1.452,0.66926,0.58991,0.547349333763123,0.599,0.726,0.36679,0.32682,0.373783111572266,0.399,0.334,0.03005,0.03586,0.0329628810286522,0.025,0.031,0.00199,0.02736,0.0522638224065304,0.065,0.082,2.27394,2.59115,2.20560741424561,,,,5.789,,,,,5.923,,,,,,6.03027490749955,,,,,5.89572473391891,,,,,,59.0,68.0
Senegal,Sub-Saharan Africa,Sub-Saharan Africa,,,,142.0,128.0,115.0,,,3.904,4.219,4.53499984741211,4.631,4.681,0.03608,,,,,0.36498,0.44314,0.479309022426605,0.429,0.45,0.97619,0.77416,1.17969191074371,1.117,1.134,0.4354,0.40457,0.409362852573395,0.433,0.571,0.36772,0.31056,0.377922266721725,0.406,0.292,0.10713,0.11681,0.115460447967052,0.082,0.072,0.20843,0.19103,0.183468893170357,0.138,0.153,1.44395,1.97861,1.78964614868164,,,,4.151,,,,,4.287,,,,,,4.6016037812829,,,,,4.46839591354132,,,,,,109.0,111.0
Serbia,Central and Eastern Europe,Central and Eastern Europe,,,,87.0,86.0,73.0,,,5.123,5.177,5.39499998092651,5.398,5.603,0.04864,,,,,0.92053,1.03437,1.06931757926941,0.975,1.004,1.00964,0.81329,1.25818979740143,1.369,1.383,0.74836,0.6458,0.65078467130661,0.685,0.854,0.20107,0.15718,0.208715528249741,0.288,0.282,0.02617,0.04339,0.0409037806093693,0.043,0.039,0.19231,0.20737,0.220125883817673,0.134,0.137,2.025,2.27539,1.94708442687988,,,,5.083,,,,,5.271,,,,,,5.49156965613365,,,,,5.29843030571938,,,,,,78.0,70.0
Sierra Leona,Sub-Saharan Africa,Sub-Saharan Africa,,,,123.0,111.0,106.0,,,4.507,4.635,4.70900011062622,4.571,4.374,0.07068,,,,,0.33024,0.36485,0.36842092871666,0.256,0.268,0.95571,0.628,0.984136044979095,0.813,0.841,0.0,0.0,0.0055647538974881,0.0,0.242,0.4084,0.30685,0.318697690963745,0.355,0.309,0.08786,0.08196,0.0710951760411263,0.053,0.045,0.21488,0.23897,0.293040901422501,0.238,0.252,2.51009,3.01402,2.66845989227295,,,,4.505,,,,,4.765,,,,,,4.85064333498478,,,,,4.56735688626766,,,,,,113.0,129.0
Singapur,Southeastern Asia,Southeastern Asia,,,,24.0,22.0,26.0,,,6.798,6.739,6.57200002670288,6.343,6.262,0.0378,,,,,1.52186,1.64555,1.69227766990662,1.529,1.572,1.02,0.86758,1.35381436347961,1.451,1.463,1.02525,0.94719,0.949492394924164,1.008,1.141,0.54252,0.4877,0.549840569496155,0.631,0.556,0.4921,0.46987,0.46430778503418,0.457,0.453,0.31105,0.32706,0.345965981483459,0.261,0.271,1.88501,1.99375,1.21636199951172,,,,6.674,,,,,6.804,,,,,,6.63672306910157,,,,,6.50727698430419,,,,,,34.0,34.0
Siria,Middle East and Northern Africa,Middle East and Northern Africa,,,,156.0,156.0,152.0,,,3.006,3.069,3.46199989318848,3.462,3.462,0.05015,,,,,0.6632,0.74719,0.777153134346008,0.689,0.619,0.47489,0.14866,0.396102607250214,0.382,0.378,0.72193,0.62994,0.50053334236145,0.539,0.44,0.15684,0.06912,0.0815394446253777,0.088,0.013,0.18906,0.17233,0.151347130537033,0.144,0.141,0.47179,0.48397,0.493663728237152,0.376,0.331,0.32858,0.81789,1.06157350540161,,,,2.936,,,,,3.202,,,,,,3.66366855680943,,,,,3.26033122956753,,,,,,150.0,149.0
Somalia,,Sub-Saharan Africa,,,,,76.0,93.0,,,,5.44,5.15100002288818,4.982,4.668,,,,,,,0.0,0.0226431842893362,0.0,0.0,,0.33613,0.721151351928711,0.712,0.698,,0.11466,0.113989137113094,0.115,0.268,,0.56778,0.602126955986023,0.674,0.559,,0.3118,0.282410323619843,0.282,0.27,,0.27225,0.291631311178207,0.238,0.243,,3.83772,3.11748456954956,,,,5.321,,,,,5.559,,,,,,5.24248370990157,,,,,5.0595163358748,,,,,,98.0,112.0
Somaliland Region,,Sub-Saharan Africa,,,,,97.0,,,,,5.057,,,,,,,,,,0.25558,,,,,0.75862,,,,,0.33108,,,,,0.3913,,,,,0.36794,,,,,0.51479,,,,,2.43801,,,,,4.934,,,,,5.18,,,,,,,,,,,,,,,,,,
Somaliland region,Sub-Saharan Africa,,,,,91.0,,,,,5.057,,,,,0.06161,,,,,0.18847,,,,,0.95152,,,,,0.43873,,,,,0.46582,,,,,0.39928,,,,,0.50318,,,,,2.11032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
