pais,continente,pago_impuestos,desempleo_total,empleos_agricultura,indice_facilidad_para_hacer_negocios,crecimiento_PIB_per_capita,contaminacion_aire,agricultura_silvicultura_pesca_valor_agregado,exportaciones_bienes_servicios_PIB,nuevas_empresas_registradas,empleadores_total,inflacion_deflactor_PIB,personas_desempleadas_educacion_basica,tierras_cultivables,trabajadores_asalariados,Medicos (cada 1.000 personas),inversion_extranjera_directa,crecimiento_poblacion_urbana,PIB_per_capita,comercio_servicios,exportaciones_bienes_servicios,puntaje,corrupcion,salud,libertad,industria,construccion,comercio_por_mayor_menor_transporte_alojamiento_comida,actividades_financieras_seguros,actividades_inmobiliarias,actividades_profesionales_cientificas_tecnicas_administrativas_apoyo,administracion_publica_defensa_educacion_salud_trabajo_social,artes_entretenimiento_recreacion_servicios_organizaciones_extraterritoriales
Letonia,Europe,-0.79254571994676,0.16373094007626923,-0.31707631770201083,-1.0861991734527259,0.9199583285681018,0.29356814505141837,-0.3215268325889328,0.6531151400277543,-0.3370406166404886,0.5109926172960952,-0.49970502772671466,0.9781277263096294,0.16110629905554305,0.7104699744403805,0.3292125862401004,-0.26449483189382006,-1.7120273975101434,-0.3398999270719308,-0.017505289681438836,-0.15366817981971795,-0.21756224281082234,-0.48783488387216184,-0.11772928495901007,-0.7075002078680418,-0.5902959676490981,-0.604939130434588,1.3563811574308122,-0.6734359463081226,-0.6601537673057478,0.24102070322041033,0.5438621682262634,-0.22745577087685992
Lituania,Europe,-0.5375740738026521,0.04603691242986134,-0.2193228743471457,-1.2597018700441762,0.6489450394674542,0.5128937300920782,-0.3467722308926157,0.8890908566238636,-0.4196869304448915,-1.3843867007683088,-0.5745574134460144,1.4502695925497753,1.2031370404357922,0.7968946668203477,1.063681229344776,-0.3203464387731307,-1.6929508992969788,-0.293001367723782,-0.05153664049152853,-0.2745952521077961,0.15013684666122523,-0.9182575236076924,-0.07473250262615418,-1.1623701193367266,-0.35191844722597193,-0.6701096302719302,1.2497078168136426,-0.3474703117925943,-0.9796903807243281,0.3312859340753884,0.6097294114765426,-0.13205684561588568
Luxemburgo,Europe,0.22734086462967193,-0.3172046815279763,-0.9134588296386833,0.06325619146563306,-0.6294810655560579,-0.07793760618719657,-1.0400497073860617,4.123673573638149,-0.4138047219410195,0.1752589584683365,-0.14718685128003814,-0.3293772240140863,0.4848182107967234,0.8516803615705011,0.14729873864367346,4.227403053279304,1.9601985085239941,3.6299047202208277,4.703818007302928,0.24508501424413473,0.7069383250046111,2.0703374088956137,1.080038222884832,1.0199224321142257,-1.7821835697647301,0.025042367993052515,0.9616897971472856,6.579299421662383,-0.9530623296061131,2.4525188591673714,0.6426630331016822,-0.16385648736954375
Macedonia del Norte,Europe,-0.79254571994676,2.746122340838488,0.5377040130850881,-1.1295748476005885,0.7562415161390705,0.5270661879846199,1.0104376437241835,0.10881562594838014,-0.4248242304482732,0.3605300410990396,-0.18875012972571611,1.9414982880472693,-0.07290315420530605,0.08266112458134911,0.09688066852331553,-0.27758060735960083,-0.9426086362458479,-0.7262606791795316,-0.08285838611863479,0.8835876095373576,-0.1295145696855429,-0.7233491584444333,0.582504027318928,-0.44757454417165055,-0.21169637638883868,-0.43115113086834217,1.047028469641021,-0.9994015808236512,-1.1660867385518334,-0.21030545105447984,-0.24654475077708599,-0.45005326315246624
Malta,Europe,-0.79254571994676,-0.537119020038595,-0.8769526764566008,0.41026158464853385,1.7026681887865784,0.5270661879846199,-0.8853407280378511,2.46523425397494,-0.43011564945175634,0.41218137322638687,0.23400229039074041,-0.5197883470245156,0.7391732723333139,0.6353856101797737,0.6071932971739666,2.4871213453962233,1.715383448121718,0.24304449628786412,4.703818007302928,3.8616081049355357,0.38476388470529327,0.10501139349941795,0.8834815036489193,0.9549410161901278,-1.5297838422578902,-0.8656211297839564,1.4843891661714155,2.097271947073868,-0.8998062273696832,2.2945547051711603,0.6920634655393916,0.7265334817328818
Montenegro,Europe,0.6097983338458339,1.3644288423069535,-0.3360214540690157,-0.4138762241608555,0.49468597118272933,0.5270661879846199,0.6509604336905448,-0.15119756377636054,-0.46041287622169985,0.009637839146950523,-0.1469944286946414,1.5797628712837586,-1.175411390975646,0.350997107752703,-0.23288076307470196,1.0796418871456164,-0.28764886426053854,-0.6661198973035771,0.5078355437717562,0.36065455801312085,-0.17053678102800254,0.16185966667203502,-0.1115868874828878,-1.324823659146971,-0.6323625889002381,-0.0618516317900701,-0.7984203230360074,-0.42896172042147646,0.08543166400427325,-0.6616316053293698,-0.4770801021530632,-0.6090514719207565
México,North America,-0.8562886314827871,-0.7056106027780741,0.2031796188786604,-0.19699785342154252,-0.06690835352402767,0.518453926791924,-0.4227241984387386,-0.463645437531695,0.09391463739319275,0.37905714936210955,0.046390269628999344,-1.0475906075660295,-0.4276578497074118,-0.22300991143959015,-0.2274301608995281,-0.2736928045038254,0.6365014936216455,-0.49813659059216164,-0.7343248893987976,0.6067181892828495,0.8275036046818405,0.7303423983982074,0.43508648789199356,0.2942966209617998,1.0643244682290733,1.4587933644145796,-0.6917469824188381,-0.021504677277065905,0.08543166400427325,-0.7744631438980923,-1.3004206427815521,-0.9906471729646531
Nicaragua,North America,1.502199095350212,-0.6448098368359058,1.6954335108002732,1.581404786640824,0.5096879101702503,0.5249508957618527,2.387714373402884,-0.23112608962074851,0.0,1.0151545330608567,0.8861224323000128,-2.03024070022484e-16,-0.34739407547871304,-0.9238836150722193,-1.2071759018870265,0.1617411153430241,0.9078116904310941,-0.8791039700228757,-0.3627218928753536,-0.9264916686987492,0.14763549231107528,0.5679187607621582,-0.0010237329126869313,0.689600234500062,0.5595250132153935,3.4139083595348434,-0.9050936636531768,-0.836418763565887,0.35171217518642345,-0.7744631438980923,-1.3004206427815521,-0.7680496806890467
Noruega,Europe,-0.9837744545548411,-0.7079551053208311,-0.8299791191630684,-1.3030775441920388,-0.3150926050349697,-2.433587462381681,-0.7686077324627019,-0.29035568027103675,-0.15607922402136867,-1.5887463191852058,-1.1137254977274487,-0.47978601025761847,-1.066132402195632,1.063314704145052,1.1985836331803283,-0.379327252829041,0.688431960979704,2.607822805797945,-0.19972623823707558,0.012989225184896102,0.9950943461418893,1.9647620444321816,0.8711967086966748,1.3123388037726662,-1.3194507360021905,-0.34425713108521955,0.897685792776984,-0.6734359463081226,-0.9530623296061131,0.6923468574953006,3.09621784417458,-0.19565612912320182
Panamá,North America,2.075885299174455,-0.691387287352014,0.26546499871538864,0.36688591050067126,0.5367566261694725,0.14295933879037598,-0.4518535041737573,0.05575251124775709,-0.15737639227222253,-0.34013150775889195,0.0059815266957012735,-1.0157030305432746,-0.6876761217949819,-0.3142503595962723,-0.7568198971632877,0.31346025117816323,1.4631497495254338,-0.30343307082939297,0.026687080564838705,-0.6708610222163561,0.6268949857998115,-0.244199427418088,0.33066573079791567,0.6192037005822894,-0.5201849322305314,-0.9959621294586406,-0.9370956658383276,0.3859523658673443,4.82522476304655,-0.5488000667606474,-1.251020210343843,-0.4818529049061243
Paraguay,South America,-0.02763078151443608,-0.6673170612463742,0.9084750380576119,1.2127115563839919,-0.11419707424556065,0.5270661879846199,0.9485108974578843,-0.44117904107813727,-0.49072294624165186,0.7344407714991854,-0.26552674129898246,-0.9340982635388045,-0.5001609279958792,-0.8341448542007491,-0.8378976045189986,-0.3887148743588402,1.1420286962705006,-0.6966985461290806,-0.6210698441910013,-0.125158474485978,0.172649035812575,-0.33353242811791506,-0.5047003259547124,0.6029583466012648,0.6436582557176734,-0.0618516317900701,-0.9050936636531768,-0.42896172042147646,0.08543166400427325,-0.887294682466815,-1.3004206427815521,-0.4818529049061243
Países Bajos,Europe,-0.6650598968747061,-0.3053258686446736,-0.803161802844477,-0.5873789207523059,-0.047666736126990135,0.521385117443473,-0.6986973986986569,1.493484053524817,-0.0944316239807884,-0.28455018296968093,-0.4033013124429893,-0.30194705023107127,0.94304885216858,0.5954096590010227,0.5308848667215328,4.0420528387866055,0.1500507891859546,1.2167939320328593,0.6697989678641358,0.8634968775907622,0.9230553408575698,1.583066495987466,0.920335888505653,1.0199224321142257,-1.65598370601131,-1.0828561292417636,1.1537018102581904,-0.3474703117925943,-1.0329464829607582,3.016676552010985,1.4166031412924622,-0.16385648736954375
Perú,South America,-0.7288028084107331,-0.8680064789063845,1.3300259490914679,0.15000753976135825,0.09093813495336507,0.5262502895558382,0.4319512090902187,-0.9693750192380034,0.5232901716758342,0.17469753094521323,-0.05636339097281581,-1.2476022914005138,-1.012786357128997,-1.2579313625516497,-0.9509975996538559,-0.19043692871429274,0.560195500768988,-0.6798058027920558,-0.6998419377248772,0.07727956741400084,0.14563440883095508,-0.5121984295175692,-0.08087490010227645,-0.06851628461441311,1.3447686099033391,0.37261836712554386,-0.7984203230360074,0.3859523658673443,0.35171217518642345,-0.6616316053293698,-0.9710844265301567,-0.4818529049061243
Polonia,Europe,-0.79254571994676,-0.21107686642583706,-0.006081955878347115,-0.6307545949001685,0.8759308989308126,0.5269453141433188,-0.5524035521183406,0.046915204950466,0.024959228097802037,-0.016749254439846657,-0.31998233296623657,-0.3384063228843286,1.265292524137284,0.33287329568979823,-0.2710349783009189,-0.24458169531545806,-1.1789452529978284,-0.3727124752600962,-0.4259782710161933,0.5263552614964684,0.12912547011996545,-0.6583797033900135,0.22010257622771479,0.5596374026518662,0.18092542195513409,-0.6266626303803687,1.0043591333941533,-0.18448749453483024,-1.0063184318425433,-0.05234129705826817,0.3627272492879961,-0.19565612912320182
Portugal,Europe,-0.7288028084107331,0.5660475764133925,-0.3541015157160659,-0.6524424319740998,0.06386941895414283,-1.6650413609296157,-0.6622318233711149,-0.20736355491025468,-0.060897898208714434,1.1021757991449748,-0.1966394557269791,-0.01747328962305297,-0.40402618098850923,0.4794172617984305,1.402299889477451,-0.4965302852616861,-0.35865582983176136,-0.05735197507712798,-0.2634342172417459,0.45804677287804446,-0.21556115933070213,-0.9101363417258899,0.809772733935452,0.47299551475306906,-0.5762737605653848,-0.7570036300550528,1.3350464893073783,-0.7549273549370048,-1.0063184318425433,1.075974088628957,0.5273953574136936,0.1541399301670368
Reino Unido,Europe,-0.7288028084107331,-0.511642092407301,-0.9055866496870968,-1.32476538126597,-0.1301774005583546,-0.3201687841543952,-0.9522302449108571,-0.7117577214427504,4.663804612756778,-0.6938308473265976,-0.44755850708422046,-0.5684769054893672,0.5164902401744241,0.656461014492923,0.055319826937615016,-0.4102400267554506,0.28676569304696575,1.1770315492894532,-0.24978941971315066,-0.016668521974363623,0.6674169262722415,1.6074300416328735,1.0186142481236093,0.9116200722407292,-0.029407684300565427,-0.0618516317900701,-0.7984203230360074,1.2008664521561654,0.8842731975507243,-0.4359685281919248,-0.4770801021530632,-0.7680496806890467
República Checa,Europe,-0.7288028084107331,-0.5904173778439404,-0.7508247822872263,-0.6090667578262372,0.9581154342537526,0.5218686128086771,-0.6009523950100385,1.3372012012718348,-0.16431174727678782,-0.0846819847377711,-0.3365306753103491,1.0651042356799394,1.034149634241746,0.5344618681494824,0.85860232250386,-0.47178110122857897,-0.5462413955945442,-0.11891541881595992,-0.2045970761255339,0.39299106943192647,0.4863188713213827,-0.7801974316170505,0.625500809651784,0.19682449707565328,1.0503022611453599,-0.5614921305430265,1.1430344761964735,-0.836418763565887,-0.740037920660393,0.35385224178913294,0.2639263844125773,-0.3228546961378339
República Dominicana,North America,-0.79254571994676,-0.1907578443886085,-0.16343904743808133,0.9958331856446789,1.2685903454737484,0.5264316003177897,0.09513012573937242,-0.872164649967802,-0.391650115676436,-0.25479452424414384,-0.09850393717468378,-0.7101994700349447,0.0486111660120096,-0.8667159335937987,-0.8603813384915907,-0.26022773119845677,1.545814575115813,-0.6516066465384595,-0.4529130368232311,-0.15118075586442523,-0.3241199381272116,0.15373848479023255,-0.4617035436218565,0.8087328303609076,0.22299204320627405,0.37261836712554386,-0.5850736418016688,0.3859523658673443,0.6179926863685741,-0.6616316053293698,-0.1477438859016672,-1.4358421575158657
República Eslovaca,Europe,-0.5375740738026521,0.4167809145245222,-0.7358589896320126,-0.522315409530512,1.0637812653832468,0.5270661879846199,-0.6469119662808458,1.7567179504334594,-0.33927534214195965,-0.3126215591258482,-0.6099631691589994,2.8919538096287396,0.7423894165968333,0.6474508907816506,0.5172583612835981,-0.3953525865516276,-1.0061969636230623,-0.19032287150428287,-0.3562704519634883,0.5537169250046886,0.2311807276060846,-0.7233491584444333,0.2815265509889375,-0.5937827300008705,0.3632141140434073,-0.604939130434588,1.3563811574308122,-0.5104531290503586,-0.9530623296061131,0.7826120883502783,0.3791940601005659,-0.4818529049061243
República de Moldova,Europe,0.09985504155761792,-1.101050031656443,4.1486124016474095,-0.4572518983087181,-0.4520668305732031,0.5270661879846199,1.6780381766437982,-0.5561818536935513,-0.43795003195691345,-1.86833722570063,1.6529264351056925,-1.3965252765641327,2.4644249211724865,-1.7190529237521341,0.2678933117693948,-0.2823218303544489,-1.716266619335291,-0.8467399467164018,-0.18133963163825934,-0.24627688707830944,0.17815201538290504,-0.8695304323168775,-0.76882341742797,-0.5396315500641222,-0.4220294826445386,-0.0618516317900701,-0.7984203230360074,-0.42896172042147646,0.35171217518642345,-0.6616316053293698,-0.4770801021530632,1.1081291827767783
Rumania,Europe,-0.34634533919457106,-0.31470387881570205,1.2095210406017978,-0.30543703879119904,0.596112123902707,0.5083005241226403,-0.13337309480421908,-0.1814015128546577,0.3282140472974231,-1.4315466127106697,0.05408717304486565,-0.6237944226184474,1.4467949264871989,-0.06807720946184143,0.04169332149968039,-0.32688932650602104,-1.412102453380948,-0.5481963970275816,-0.38485033520305173,0.1386998050793065,-0.20455520019004256,-0.9507422511349022,0.1586786014664921,-0.4150838362096016,-0.0153854772168521,-0.32253363113943884,1.2497078168136426,-1.0808929894525332,-1.1660867385518334,-0.5713663744743919,-0.6911486427164701,-0.6090514719207565
San Vicente y las Granadinas,North America,1.055998714598023,-1.379420633566473,-0.03454291416485213,1.3211507417536483,0.4959904876164268,0.5270661879846199,0.2623539179218873,0.0,-0.4975812417461664,1.1470900009948422,-0.7150259007855744,-2.03024070022484e-16,-0.8621169900010824,0.08540558755087459,-1.8339951520320183,0.9364569527012035,-0.6098297229717586,-0.6260161830982591,0.5354799680790993,0.0,-2.7679431382237443,-0.9832269786621121,-2.181574836936091,-1.898826166476502,0.5595250132153935,-0.0618516317900701,-0.7984203230360074,-0.42896172042147646,0.35171217518642345,-0.6616316053293698,-0.4770801021530632,-0.5454521884134403
Santa Lucía,North America,0.9922558030619959,1.6115394103135547,-0.05755390171564338,0.5187007700181904,-0.7022078567346914,0.5270661879846199,-0.6233927490577567,0.0,-0.4943961157440697,1.3228168157324482,0.048699340653759235,1.6485668905228212,-0.914624040912017,-0.01966074009379564,-1.38772709893966,0.24158331057626614,-0.23147917507733237,-0.4830986385839791,1.21723598644047,0.0,-2.7679431382237443,-0.9832269786621121,-2.181574836936091,-1.898826166476502,-0.9829177659930709,-0.0618516317900701,-0.7984203230360074,0.3859523658673443,0.6179926863685741,-0.6616316053293698,-0.4770801021530632,3.3977033890401573
Serbia,Europe,1.438456183814185,1.3808403601062536,0.6751643860858673,-0.5440032466044433,-5.1886297032826826e-05,0.5270661879846199,0.12123861458335208,-0.10143371009339294,-0.3975965404303503,0.05567489604306452,-0.156807980549871,0.19888220609047783,0.8506196626822214,-0.1293874765546409,0.14457343755608654,-0.01899430522058544,-1.21603844396787,-0.699527762077981,-0.26149878496818624,0.9918862217447185,-0.20505547106007227,-0.788318613498853,0.02968825446792442,-1.2273515352608244,0.2931030786248407,-1.1697501290248864,0.9723571312090026,-0.836418763565887,-1.1660867385518334,0.2635870109341549,-0.36181242646507455,-0.259255412630518
Suecia,Europe,-0.8562886314827871,-0.21779777371507403,-0.8277299248911866,-1.2813897071181075,0.48816338901424206,-2.38735321808405,-0.807231034140986,-0.08870798902529364,0.0861316278880695,-0.207634612301783,-0.14064448337655175,0.6274786714500874,-0.7786370715088645,0.901080695021962,0.9955487021551026,-0.3722154183367689,0.6078867463018989,1.475867340072629,-0.03021462827781363,0.23877078420377615,0.9160515486771497,2.5576083218037615,1.0308990430758538,1.258187623835918,-1.1652064580813442,-0.6266626303803687,0.6843391115426456,-0.3474703117925943,-0.7932940228968229,1.2339382426251686,2.33874454679637,-0.0048582786012535874
Suiza,Europe,-0.02763078151443608,-0.6290235197146744,-0.7108583302253256,-0.7175059431958937,-0.4308684385256194,-0.30965275996120806,-0.953309108086228,0.7015435785369094,-0.1877378352922083,0.5789253475940199,-0.8175871388019927,-0.5344177730421236,-0.5156823198763418,0.6568752730543614,1.025527014118559,1.065228569241278,0.3492942149678933,3.0391124621351415,0.2072951688925091,0.03174057500171832,1.0276119526938388,2.411427047931317,1.2151709673595212,1.2906783317979669,0.6436582557176734,1.6760283638723863,-0.7984203230360074,0.3859523658673443,1.1505537087328745,-0.6616316053293698,-0.4770801021530632,-0.3864539796451501
Suriname,South America,0.6735412453818609,-0.2509334096527082,-0.3770259957948617,2.01516152811945,-2.0439030087925305,0.5270661879846199,1.1573788082097223,0.0,-0.4938181694936893,-0.0543648984891107,0.3600390838255511,-0.4836719515435457,-1.192331106448943,0.2671615313817221,-1.1410873505130437,-0.21727225086513297,0.20410086745658684,-0.5560297623192032,-0.38117301388328845,0.0,0.36825494599430364,0.10501139349941795,-0.8302473921891927,0.917035190234404,0.5595250132153935,-0.0618516317900701,-0.7984203230360074,-0.42896172042147646,0.35171217518642345,-0.6616316053293698,-0.4770801021530632,-0.5454521884134403
Trinidad y Tobago,North America,1.247227449206104,-0.9999238219788522,-0.707484538817503,0.7789548149053659,-0.9490875918119358,0.5270661879846199,-0.7306317486896404,0.0,-0.4327742022035064,1.0084174027833768,-2.254791429129628,-1.2069142002890414,-0.8799456158097219,0.2811427578302494,-0.1395392008248499,-0.49501309390333464,-0.7348867668136138,-0.018569913550663716,-0.456461329324757,0.0,0.317727588121274,-0.9101363417258899,-0.7872506098563369,0.7112607064747614,2.7469893182746707,2.1104983627880007,-0.7984203230360074,-0.42896172042147646,0.8842731975507243,-0.6616316053293698,-2.9471017240385304,-1.4358421575158657
Ucrania,Europe,-0.9200315430188141,0.04916291582020439,0.3159853623607348,-0.11024650512581734,-3.6174759569400923,0.5270661879846199,1.5136194287172478,0.2604245250930175,-0.009935882175168081,-1.3265596658866046,4.293335063932242,-0.13062275647798993,2.7350704525655987,0.4473122232869985,-1.8339951520320183,-0.5777000229334855,-1.1789452529978284,-0.8781442149853098,-0.09559998191956884,-3.2572079148080526,-0.4261751956133308,-0.7558338859716431,-0.4248491587651229,-0.9565956355770834,0.7838803265548068,1.0243233654989652,-0.7984203230360074,0.3859523658673443,0.6179926863685741,-0.6616316053293698,-0.4770801021530632,0.4721363477036171
Uruguay,South America,0.737284156917888,-0.20904496422211408,-0.24051720498603246,0.6922034666096407,-0.5844752485934955,-1.6956828796994183,0.23451924799731394,-0.9225962112376761,-0.4563929389690537,0.2808073328155247,1.3221520108088385,-0.5123593416249488,-0.2504902504952841,0.017415401154890587,0.8695035268542077,-0.1176117435134259,-0.408466686277246,-0.15754038157828307,-0.4082690657131229,-0.8530169918654865,0.476313453920783,0.9983414004976887,0.42280169293974973,0.9549410161901278,0.6436582557176734,-0.0618516317900701,-0.9050936636531768,0.3859523658673443,0.35171217518642345,-0.6616316053293698,-0.4770801021530632,0.1541399301670368
Venezuela,South America,3.223257706822941,-0.548060031904795,-0.4559208102547175,2.5790452920416636,-0.5919762180872559,0.5269150956829939,-1.0883827776426853,0.0,0.0,-0.0931033975846213,-0.5741725682752211,-0.9943303534706752,-1.01453426162004,-0.3777354841366197,-0.7002698995958592,-0.5570282906759478,0.23801464205776793,-0.9785529049229093,-0.938642023077573,0.0,0.6389014866805315,-0.09801815354564367,-0.13615647738737688,0.0072953672970344306,2.494589590767831,1.4153463645230182,-0.7984203230360074,-0.42896172042147646,0.8842731975507243,-0.6616316053293698,-0.4770801021530632,-0.4818529049061243
