pais,continente,pago_impuestos,desempleo_total,empleos_agricultura,indice_facilidad_para_hacer_negocios,crecimiento_PIB_per_capita,contaminacion_aire,agricultura_silvicultura_pesca_valor_agregado,exportaciones_bienes_servicios_PIB,nuevas_empresas_registradas,empleadores_total,inflacion_deflactor_PIB,personas_desempleadas_educacion_basica,tierras_cultivables,trabajadores_asalariados,Medicos (cada 1.000 personas),inversion_extranjera_directa,crecimiento_poblacion_urbana,PIB_per_capita,comercio_servicios,exportaciones_bienes_servicios,puntaje,corrupcion,salud,libertad,industria,construccion,comercio_por_mayor_menor_transporte_alojamiento_comida,actividades_financieras_seguros,actividades_inmobiliarias,actividades_profesionales_cientificas_tecnicas_administrativas_apoyo,administracion_publica_defensa_educacion_salud_trabajo_social,artes_entretenimiento_recreacion_servicios_organizaciones_extraterritoriales
Dinamarca,Europe,-0.601316985338679,-0.3981681693378559,-0.7882825176612586,-1.4115167295616953,-0.13996127381108556,-0.22274446806579132,-0.8924612249953,0.3867390897689641,-0.10895733974035013,-0.46476841789227397,-0.49547173084798823,-0.3374919837582282,2.8897949581127325,0.9731616847121443,0.846338467609719,-0.49909054567890404,0.0006182198495005108,1.5667641001389199,0.38841937249312875,-0.11980094596688592,0.9975957004920393,2.9311826883666745,0.809772733935452,1.198621325905495,-1.389561771420757,-0.7787271300008335,1.409717827739397,-0.10299608590594807,-0.819922074015038,0.985708857773979,2.025875141357544,0.28133849718166887
Ecuador,South America,-0.7288028084107331,-0.8142392205924877,1.2619445686310442,1.299462904679717,-1.016922446364204,0.5086027087258925,0.642113755652502,-0.9117557821796658,0.0,-0.2407588361660603,-1.6278786459073176,-1.247830876182039,-0.9200075867444295,-0.893539175446898,-0.5980711088113495,-0.42797220075618253,0.8569410285293224,-0.6920569176452043,-0.7528082676112917,-1.6576029712505636,0.22117531020548445,0.4704645781805286,0.293811345941182,0.31595709293649915,0.6436582557176734,-0.0618516317900701,-0.7984203230360074,-0.42896172042147646,0.35171217518642345,-0.6616316053293698,-0.4770801021530632,-0.4818529049061243
El Salvador,North America,1.3747132722781579,-0.7545325558369395,0.5628776874357658,0.47532509587032773,0.07887135794166358,0.5270661879846199,0.10483989431771198,-0.647343577764718,-0.4713938549789282,0.41947993102699027,-0.3224838265763931,-1.0841641726100493,1.1309136268658915,-0.6608294285591968,-0.7670397762417386,-0.356948680293358,0.7308241792311804,-0.7968446697159931,-0.3888502285684082,-0.11061661136272816,0.298717295060134,-0.0411698803730265,-0.4064219663367561,-0.12808258254483587,0.6436582557176734,1.0243233654989652,-0.9050936636531768,-0.42896172042147646,0.35171217518642345,-0.887294682466815,-0.4770801021530632,-0.7998493224427048
Eslovenia,Europe,-0.601316985338679,0.021341485646153,-0.4027187149775121,-0.6958181061219624,0.16333879702357418,0.5208411851576185,-0.6624475960061891,1.244939723528116,-0.4287542649508602,0.012444976762567176,-0.40734218673631906,0.0341868710016253,-0.5811238640209951,0.5563140072653278,0.07507825982262013,-0.17289440363335476,-0.3660744680257697,0.013670568860115487,-0.07934235082166824,0.3007650427818415,0.157640909711675,-0.6908644309172234,0.7974879389832076,0.982016606158502,0.33516969987598066,-0.5397686305972458,0.9296877949621348,-0.5919445376792407,-1.0595745340789733,1.3242034734801467,0.2145259519748679,-0.19565612912320182
España,Europe,-0.6650598968747061,2.068092205473126,-0.6471023233646748,-0.8259451285655501,0.7588505490064654,-0.828141102221836,-0.5008338923356037,-0.4975806937132925,0.6792585997785023,0.9028690284361885,-0.46795530113626616,1.9786433150451015,0.4974031231322336,0.5311477996579793,0.7870631689547034,-0.37012928021903574,-0.6564611630483826,0.26643624818745903,-0.44971957357185777,0.09430885449254356,0.39827119819610324,-0.4797137019903594,1.3073069295013553,0.175164025100954,-1.3054285289184773,-0.8004506299466142,1.6870685133440366,-0.7549273549370048,-0.926434278487898,1.301637165766402,0.906132006102799,1.2671273915450687
Estados Unidos,North America,-0.5630712384170629,-0.5541557385159634,-0.8497893302500277,-1.3681410554138327,0.12224652936210417,-2.2389805778870757,-0.8663527361513204,-1.3179969334369157,0.0,-0.5371925683751851,-0.39560440902712296,-0.6415097431866446,-0.024800822611800263,1.0986302465076272,-0.08298920325742146,-0.291993925263939,0.13627331825422478,1.7559439468156057,-0.7151318526859982,-0.6769839119524613,0.7934851855198005,0.2917985767808745,0.7299215667458625,0.6408641725569886,0.2510364573737007,0.37261836712554386,-0.7984203230360074,1.2008664521561654,0.8842731975507243,-0.4359685281919248,-0.4770801021530632,-0.6090514719207565
Estonia,Europe,-0.7288028084107331,-0.37722394662255887,-0.6550610107882567,-1.1078870105266572,-0.014401567067704913,-2.4947798445403113,-0.482924763624444,1.1809183490188524,-0.3063966221203169,-0.0015907113155163358,-0.3228686717471864,-0.12422238259528652,-0.13498872172715662,0.9382086185908275,0.4940933020391092,-0.848044558099724,-0.5907532247585943,-0.12895607687454672,0.4243216411676594,-1.0263713075189655,-0.051972584830893315,0.23495030360825722,0.18939058884710344,0.11559772717053092,-0.04342989138427875,-0.5397686305972458,1.185703812443341,-0.021504677277065905,-0.819922074015038,0.1056228569379432,0.9225988169153683,0.28133849718166887
Federación de Rusia,Europe,-0.6650598968747061,-0.501795181727721,-0.423394000784426,-0.8693208027134128,-1.3342460688611113,0.28009071174635725,-0.25269536200025877,-0.6780974036792908,4.663804612756778,-1.3377882163490715,0.8208911758505457,0.06150275239387763,-0.7013097768251181,1.0563758732409683,0.8517890697848929,-0.509331587347776,-0.4497990990724355,-0.5337810393587032,-0.606521844934745,-0.035419871791185845,0.09160515486771563,-0.7558338859716431,-0.45556114614573423,-0.32844194831080437,1.6252127515776056,2.1104983627880007,-0.6917469824188381,0.3859523658673443,0.6179926863685741,-0.6616316053293698,-0.4770801021530632,1.4261256003133587
Finlandia,Europe,-0.7288028084107331,0.08604975582624971,-0.6384515761651292,-1.0645113363787946,-0.5476226593415422,-2.4947798445403113,-0.6438911493898068,-0.40005610910807643,-0.3369635571404379,0.034340650164377616,-0.2599464863224794,0.35134825536773623,-0.7048055858072042,0.6928639855792725,0.4913680009515223,0.1577584880273517,-0.47735404093589506,1.0617820837906995,-0.215370982448349,-0.6915257750757111,0.9370629252184094,2.362699956640502,0.8957662986011639,1.160715499949771,-0.9548733518256443,-0.5614921305430265,0.6523371093574948,-0.7549273549370048,-0.9796903807243281,1.4144687043351247,1.8282734116067063,0.1541399301670368
Francia,Europe,-0.6650598968747061,0.23891132161401446,-0.7663961272464083,-0.7825694544176875,-0.3610768093228052,0.23733159038612972,-0.7638607344910692,-0.5606594222175121,1.7097239209568182,0.33582723008161225,-0.3559653564354115,0.47044092654232655,1.1388840713450479,0.8321584268627429,0.3728174036414912,-0.3895682944979129,-0.16365162587497017,0.7809547875305778,-0.29198184327675003,0.1276020674326158,0.5213378322234826,0.6734941252255902,1.2458829547401327,0.6625246445316879,-1.4456505997556102,-0.8221741298923949,1.1430344761964735,0.2229695486095803,-0.8731781762514681,2.0914579357474596,1.7624061683564272,0.28133849718166887
Grecia,Europe,-0.7288028084107331,2.52511390114125,0.07757076954125855,0.21507105098315216,-0.4514145723563544,0.5270661879846199,-0.2636997663890437,-0.5412959021972255,-0.4381555239570487,1.7989073553410426,-0.6078465207196361,1.5106159748724082,-0.04304894549829008,-0.37778726645679966,2.1926372048776583,-0.4952027428231286,-1.1185363419894747,-0.11656008790933405,-0.07934235082166824,0.2632623431481971,-0.33812752248805134,-0.8857727960804825,0.852769516268308,-1.898826166476502,-1.5858726705927435,-1.3435381285911319,2.327108557047053,-0.7549273549370048,-1.1128306363154035,0.3989848572166217,0.6261962222891124,0.12234028841337873
Guatemala,North America,-0.7288028084107331,-0.9877324087565151,1.7536530394532153,0.5837642812399843,0.12616007866319656,0.5270661879846199,1.0622230761419946,-1.0266014871275726,-0.43571530645544243,-0.5209111702046083,-0.14468535766988153,-1.1963993003388858,-0.2615370068786764,-0.6223033823454787,-1.6391361242695535,-0.37354296077532634,1.7704933318486373,-0.7918990069439928,-0.6064250733210671,-0.1951890258426815,0.2952153989699242,-0.22795706365448307,-0.609121083048791,0.8087328303609076,-0.05745209846799208,-0.0618516317900701,-0.7984203230360074,-0.42896172042147646,0.08543166400427325,-0.887294682466815,-0.4770801021530632,-0.0048582786012535874
Guyana,South America,0.9922558030619959,0.7504817764436202,0.6341598443600213,1.4079020900493735,-0.5649075020880335,0.5270661879846199,3.6857042479352846,0.0,-0.49619417074525335,1.2301812744170968,0.0038648782563380176,0.05110214483448452,-1.071446031848403,-0.4169347005126746,-0.6048843615303168,-0.2519780031874211,-0.14245551674923213,-0.7081524219075677,-0.5104276325525107,0.0,-2.7679431382237443,-0.9832269786621121,-2.181574836936091,-1.898826166476502,0.6436582557176734,-0.0618516317900701,-0.7984203230360074,-0.42896172042147646,-0.18084884717787716,-0.887294682466815,-0.9710844265301567,0.4721363477036171
Haití,North America,1.7571707414943198,-1.379420633566473,3.0553309705688387,2.383854758376282,-0.6066520279663523,0.5270661879846199,2.6272219983352603,-1.3432519909887295,0.0,-1.6549947669137601,0.4275794112997779,-2.03024070022484e-16,1.772883988336198,-2.4528601830190704,-1.7754011786488997,-0.4895132752293109,2.6395338060039024,-0.91090374174133,-0.5552328896854155,-0.7097031039797735,-0.5077193474282203,0.3973739412443064,-2.181574836936091,-0.9945014615328072,-0.05745209846799208,-0.0618516317900701,-0.9050936636531768,-0.42896172042147646,0.08543166400427325,-0.887294682466815,-1.3004206427815521,-0.16385648736954375
Honduras,North America,2.522085679926644,-0.4186434915446014,1.4808084727795476,1.3862142529754422,0.021798763967399635,0.5270359695242945,1.5474957324238992,-0.031442244218847774,-0.4672840149762229,3.3636058622857985,0.7598932162798053,-0.8963817745871591,-0.5845497568234396,-1.2303831682160338,-1.4347385427005346,0.038090019637385626,2.387300107407618,-0.8696718599386575,-0.23053186859123256,-0.18332592697897768,-0.3726462125201211,-0.4472289744631495,-0.29585881176655593,-0.14432793652586035,1.1204132965639257,3.4139083595348434,-0.7984203230360074,-0.5919445376792407,0.6179926863685741,-0.887294682466815,-1.3004206427815521,-0.7998493224427048
Hungría,Europe,-0.5375740738026521,-0.314547578646185,-0.579972525096201,-0.3705005500129929,0.6975382766226846,0.5270661879846199,-0.2706044907114185,1.6322886777676013,-0.22611346631746954,-0.11892906364829495,-0.04000747121409993,0.44952541903277765,2.092051348400666,0.8622957372073454,0.27606921503215553,-0.9714111804256718,-0.7295877395321793,-0.36890044522402604,0.07955663883757531,0.6710085315119544,-0.3666429620797613,-0.772076249735248,0.0972546267052694,-0.577537376019846,-0.0153854772168521,-0.34425713108521955,1.1537018102581904,-0.5919445376792407,-0.819922074015038,1.0985403963427014,0.3627272492879961,0.18593957192069466
Irlanda,Europe,-0.6650598968747061,0.1692014460093692,-0.5435528793861142,-0.9777599880830693,4.289672670002342,-2.4126460693762835,-0.9010921303982685,3.0226522582911812,-0.2524292855847922,0.19996176948576336,1.1399278224382037,0.3924935160422587,-0.7608783618798666,0.5797196159865651,0.307410177539405,4.227403053279304,0.44891592785886275,2.104543803333565,2.866933942013558,4.499025868550425,0.7039366997844314,1.3313098576515894,0.9326206834578975,1.0307526681015753,-1.1511842509976309,-1.0394091293502021,0.9616897971472856,1.77130631255834,-1.1128306363154035,0.6923468574953006,1.2190014115416248,-0.16385648736954375
Islandia,Europe,0.09985504155761792,-0.7575022590577651,-0.6371539640851974,-0.9343843139352067,0.5018608115680655,-2.132611597542198,0.053270234534975126,0.22326856172751836,-0.4684784372270091,-1.1890099227213857,0.5909461863015399,-0.825863369486658,-1.1362583303762808,0.7178230639059018,0.7359637735624485,0.06321850151008061,0.25285191844578464,1.5599407787477217,0.38319370535451786,0.9739002331449096,1.014604910073059,0.14561730290843009,1.258167749692377,1.0903189660319985,0.5595250132153935,0.37261836712554386,-0.7984203230360074,0.3859523658673443,0.6179926863685741,-0.6616316053293698,-0.4770801021530632,0.5675352729645914
Italia,Europe,-0.34634533919457106,0.47992618300944756,-0.6793696104189798,-0.24037352756940514,-0.27139130450610477,0.42900728422918577,-0.6585636885748533,-0.6607762833366004,0.784997077098106,1.8129430434191265,-0.4235056839096383,0.23591294069754806,0.34002180275871363,0.1809439682824741,0.8027336502083282,-0.4886598550902382,-0.5430619792256833,0.47820034856929633,-0.5879739523131322,0.024469643440093405,0.20766799671467492,-0.7639550678534456,1.2950221345491106,-0.8970293376466604,-0.5482293463979582,-0.8438976298381757,1.2923771530605104,-0.10299608590594807,-1.0595745340789733,1.301637165766402,0.1815923303497283,1.7441220178499393
Jamaica,North America,1.1197416261340498,0.7323509567796315,0.531215952685429,0.041568354391701756,-0.39466810749051484,0.5270661879846199,0.27271100440544954,-0.6302188420064118,-0.47591467898190415,-0.32272725454206824,0.7063997375395346,-0.9430130700182846,-0.4459758887735434,-0.6424984872155729,-1.5417066103883212,0.06113236339234742,-0.07356816209058302,-0.7358386221720552,0.24797150384182018,0.18136869292778973,0.08810325877750538,-0.8126821591442603,-0.3449979915755334,0.41342921682264594,-0.7585624526536581,-0.49632163070568436,-0.7984203230360074,-0.42896172042147646,1.416834219915025,-0.4359685281919248,1.0049328709782173,-1.4358421575158657
Kosovo,Europe,0.8010270684539149,3.753476933376468,-1.0038591378739345,-0.2620613646433364,1.810943052783468,-2.4947798445403113,0.5681037418220469,-0.9236566879933511,-0.46650057672570716,-2.06315257622443,-0.45717963635405334,3.7896062466779057,-1.2206471592038413,-3.745916500227078,-1.8339951520320183,-0.03985568639791714,-0.8885585579752154,-0.8097746123079994,-0.11618007842841935,-0.3855726285747033,0.02807075437390619,-0.6177737939810013,-0.6889722502383805,-0.9782561075517827,0.6436582557176734,1.0243233654989652,-0.7984203230360074,-0.42896172042147646,0.35171217518642345,-0.6616316053293698,-0.4770801021530632,1.1081291827767783
