Country Name,Region,Continent,Crecimiento PIB per cápita_2015,Crecimiento PIB per cápita_2016,Crecimiento PIB per cápita_2017,Crecimiento PIB per cápita_2018,Crecimiento PIB per cápita_2019,Crecimiento PIB per cápita_2020,Crecimiento PIB per cápita_2021,Crecimiento PIB per cápita_2022,Crecimiento PIB per cápita_2023,Crecimiento población urbana_2015,Crecimiento población urbana_2016,Crecimiento población urbana_2017,Crecimiento población urbana_2018,Crecimiento población urbana_2019,Crecimiento población urbana_2020,Crecimiento población urbana_2021,Crecimiento población urbana_2022,Crecimiento población urbana_2023,Desempleo hombres_2015,Desempleo hombres_2016,Desempleo hombres_2017,Desempleo hombres_2018,Desempleo hombres_2019,Desempleo hombres_2020,Desempleo hombres_2021,Desempleo hombres_2022,Desempleo hombres_2023,Desempleo mujeres_2015,Desempleo mujeres_2016,Desempleo mujeres_2017,Desempleo mujeres_2018,Desempleo mujeres_2019,Desempleo mujeres_2020,Desempleo mujeres_2021,Desempleo mujeres_2022,Desempleo mujeres_2023,Desempleo total_2015,Desempleo total_2016,Desempleo total_2017,Desempleo total_2018,Desempleo total_2019,Desempleo total_2020,Desempleo total_2021,Desempleo total_2022,Desempleo total_2023,Empleadores total_2015,Empleadores total_2016,Empleadores total_2017,Empleadores total_2018,Empleadores total_2019,Empleadores total_2020,Empleadores total_2021,Empleadores total_2022,Empleadores total_2023,Empleados agricultura hombres_2015,Empleados agricultura hombres_2016,Empleados agricultura hombres_2017,Empleados agricultura hombres_2018,Empleados agricultura hombres_2019,Empleados agricultura hombres_2020,Empleados agricultura hombres_2021,Empleados agricultura hombres_2022,Empleados agricultura hombres_2023,Empleados agricultura mujeres_2015,Empleados agricultura mujeres_2016,Empleados agricultura mujeres_2017,Empleados agricultura mujeres_2018,Empleados agricultura mujeres_2019,Empleados agricultura mujeres_2020,Empleados agricultura mujeres_2021,Empleados agricultura mujeres_2022,Empleados agricultura mujeres_2023,Empleo vulnerable total_2015,Empleo vulnerable total_2016,Empleo vulnerable total_2017,Empleo vulnerable total_2018,Empleo vulnerable total_2019,Empleo vulnerable total_2020,Empleo vulnerable total_2021,Empleo vulnerable total_2022,Empleo vulnerable total_2023,Empleos agricultura_2015,Empleos agricultura_2016,Empleos agricultura_2017,Empleos agricultura_2018,Empleos agricultura_2019,Empleos agricultura_2020,Empleos agricultura_2021,Empleos agricultura_2022,Empleos agricultura_2023,Médicos (por cada 1.000 personas)_2015,Médicos (por cada 1.000 personas)_2016,Médicos (por cada 1.000 personas)_2017,Médicos (por cada 1.000 personas)_2018,Médicos (por cada 1.000 personas)_2019,Médicos (por cada 1.000 personas)_2020,Médicos (por cada 1.000 personas)_2021,Médicos (por cada 1.000 personas)_2022,Nuevas empresas registradas_2015,Nuevas empresas registradas_2016,Nuevas empresas registradas_2017,Nuevas empresas registradas_2018,Nuevas empresas registradas_2019,Nuevas empresas registradas_2020,Nuevas empresas registradas_2021,Nuevas empresas registradas_2022,Personas desempleadas educación avanzada_2015,Personas desempleadas educación avanzada_2016,Personas desempleadas educación avanzada_2017,Personas desempleadas educación avanzada_2018,Personas desempleadas educación avanzada_2019,Personas desempleadas educación avanzada_2020,Personas desempleadas educación avanzada_2021,Personas desempleadas educación avanzada_2022,Personas desempleadas educación avanzada_2023,Personas desempleadas educación básica_2015,Personas desempleadas educación básica_2016,Personas desempleadas educación básica_2017,Personas desempleadas educación básica_2018,Personas desempleadas educación básica_2019,Personas desempleadas educación básica_2020,Personas desempleadas educación básica_2021,Personas desempleadas educación básica_2022,Personas desempleadas educación básica_2023,Personas desempleadas educación intermedia_2015,Personas desempleadas educación intermedia_2016,Personas desempleadas educación intermedia_2017,Personas desempleadas educación intermedia_2018,Personas desempleadas educación intermedia_2019,Personas desempleadas educación intermedia_2020,Personas desempleadas educación intermedia_2021,Personas desempleadas educación intermedia_2022,Personas desempleadas educación intermedia_2023,"Trabajadores asalariados (empleados), total_2015","Trabajadores asalariados (empleados), total_2016","Trabajadores asalariados (empleados), total_2017","Trabajadores asalariados (empleados), total_2018","Trabajadores asalariados (empleados), total_2019","Trabajadores asalariados (empleados), total_2020","Trabajadores asalariados (empleados), total_2021","Trabajadores asalariados (empleados), total_2022","Trabajadores asalariados (empleados), total_2023",Trabajadores salud (cada 1.000 personas)_2015,Trabajadores salud (cada 1.000 personas)_2016,Técnicos investigación y desarrollo_2015,Técnicos investigación y desarrollo_2016,Técnicos investigación y desarrollo_2017,Técnicos investigación y desarrollo_2018,Índice facilidad para hacer negocios_2019
Togo,Western Africa,Africa,2.843,1.628,1.441,2.236,2.39,-0.439,3.5,3.3,3.954,3.828,3.822,3.805,3.775,3.744,3.711,3.674,3.643,3.621,2.678,3.652,4.642,3.461,2.256,2.39,2.363,1.826,1.81,1.687,2.224,2.768,2.289,1.799,2.047,2.301,2.115,2.098,2.204,,3.744,,2.036,,,1.965,,1.268,1.274,1.278,1.283,1.282,1.362,1.449,1.586,1.582,42.947,40.913,38.667,37.687,36.528,36.662,36.335,35.806,35.215,29.541,29.148,28.597,27.364,26.463,26.3,26.263,25.494,24.986,83.953,83.712,83.492,83.227,83.071,82.729,81.876,80.69,80.553,36.499,35.237,33.792,32.703,31.68,31.677,31.491,30.86,30.309,0.048,0.045,0.074,0.076,0.076,0.081,0.059,0.083,1242.0,1811.0,2032.0,3020.0,3653.0,4725.0,5384.0,5427.0,8.227,,13.489,,12.622,,,7.068,,,,4.775,,1.325,,,1.738,,1.878,,14.275,,6.129,,,5.587,,14.779,15.014,15.23,15.49,15.647,15.909,16.675,17.724,17.865,,,10.419,2.43,2.351,3.618,97.0
Tonga,Polynesia,Oceania,1.604,7.176,3.367,0.486,-0.305,1.75,0.566,-1.893,,-0.71,-0.768,-0.388,0.037,-0.008,0.0,-0.184,-0.333,-0.272,1.469,1.481,1.541,1.623,1.622,1.989,1.788,1.828,1.789,2.842,2.868,2.98,3.133,2.903,3.668,2.539,2.919,2.86,,1.054,,2.248,,,2.111,,,13.736,13.767,13.825,13.858,13.926,13.981,14.059,14.115,14.157,45.99,45.213,44.683,44.178,42.295,40.509,37.772,38.026,37.608,10.238,10.81,11.508,12.276,12.213,11.953,11.934,11.987,11.828,39.126,38.725,38.24,37.935,37.541,37.645,37.355,37.196,37.003,31.656,31.338,31.205,31.093,29.814,28.556,26.723,26.791,26.292,,,,,1.019,0.95,1.009,,71.0,49.0,27.0,32.0,42.0,45.0,31.0,31.0,,,,2.312,,,2.265,,,,1.123,,2.401,,,1.992,,,,0.839,,2.169,,,2.121,,,47.138,47.505,47.933,48.206,48.53,48.371,48.589,48.689,48.84,,,,,,,103.0
Trinidad y Tobago,Caribbean,North America,-1.095,-7.816,-4.993,-0.79,0.009,-9.26,-1.098,1.612,1.221,0.145,0.183,0.118,0.149,0.358,0.251,0.157,0.012,0.31,2.057,3.238,3.287,3.249,3.135,3.747,3.828,3.916,3.75,2.939,3.165,3.536,3.833,4.044,4.819,5.26,4.987,4.803,2.428,3.207,,,3.523,4.206,4.446,4.383,3.362,5.471,5.367,4.929,4.538,4.164,3.977,3.88,4.532,4.525,4.896,4.472,4.446,4.363,4.256,4.226,4.1,4.064,3.994,1.382,1.6,1.5,1.441,1.375,1.427,1.541,1.565,1.52,16.76,18.184,18.846,19.317,20.154,21.641,20.705,21.279,21.46,3.426,3.245,3.187,3.121,3.033,3.035,3.005,2.981,2.919,2.487,,3.15,3.849,4.108,4.193,3.412,,5165.0,4341.0,3877.0,4115.0,4511.0,4344.0,,,1.806,2.377,,,3.555,4.897,4.27,3.484,2.579,2.813,3.926,,,4.184,5.08,5.095,5.116,3.705,2.492,3.2,,,2.929,3.145,4.034,4.448,3.577,77.769,76.45,76.225,76.145,75.683,74.381,75.415,74.188,74.015,,,,,278.167,268.376,105.0
Turkmenistán,Central Asia,Asia,4.093,3.791,4.094,3.831,3.981,3.676,4.072,4.171,4.362,3.076,3.108,3.12,3.112,3.084,3.018,2.938,2.861,2.787,5.73,5.754,5.776,5.779,5.78,6.496,6.4,5.873,5.86,2.486,2.497,2.506,2.507,2.508,2.733,2.752,2.544,2.538,,,,,,,,,,3.061,3.05,3.032,3.016,2.995,2.974,2.958,2.943,2.928,27.554,26.828,26.036,25.269,24.514,24.667,24.287,23.86,23.339,25.924,25.049,24.15,23.285,22.463,22.43,22.448,21.813,21.313,29.064,28.825,28.838,28.768,28.789,28.853,28.689,28.587,28.606,26.679,25.872,25.021,24.2,23.408,23.459,23.291,22.757,22.248,2.128,2.123,2.147,2.162,2.162,2.179,2.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.876,68.125,68.13,68.217,68.215,68.173,68.353,68.47,68.465,,,,,,,
Turquía,Western Asia,Asia,4.679,1.942,6.117,1.628,-0.613,0.876,10.429,4.499,4.685,2.062,2.053,1.982,2.02,2.076,1.596,1.518,1.574,0.977,9.255,9.603,9.429,9.558,12.391,12.31,10.671,8.972,7.689,12.664,13.743,14.099,13.894,16.502,14.976,14.715,13.468,12.719,10.304,10.899,10.919,10.956,13.73,13.148,11.969,10.465,9.388,4.54,4.551,4.54,4.456,4.467,4.467,4.568,4.48,4.659,15.799,15.276,15.291,14.87,15.035,14.919,14.661,13.409,12.77,31.17,29.216,28.589,26.288,24.783,23.482,22.718,20.448,18.527,28.577,27.894,28.194,27.552,27.069,25.698,25.523,24.822,23.94,20.405,19.5,19.383,18.43,18.108,17.554,17.166,15.668,14.643,1.774,1.788,1.827,1.849,1.926,2.036,2.165,,67782.0,64882.0,74936.0,86210.0,85413.0,101482.0,110909.0,142220.0,10.775,11.834,12.414,12.189,13.5,12.635,12.416,11.397,9.868,9.851,10.016,9.679,10.013,13.101,12.564,10.972,9.129,8.031,11.292,12.445,12.461,12.145,15.628,14.959,13.486,12.083,11.253,66.884,67.555,67.266,67.992,68.464,69.835,69.91,70.698,71.401,,,220.528,316.205,353.738,,34.0
Tuvalu,Polynesia,Oceania,10.628,5.979,3.023,2.5,15.651,-2.6,3.851,2.713,5.715,1.399,1.214,0.901,0.284,-0.269,-0.48,-0.799,-0.867,-0.69,,,,,,,,,,,,,,,,,,,,8.489,26.553,,,,,7.318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.261,,,11.0,12.0,4.0,7.0,6.0,4.0,12.0,7.0,,2.448,2.978,,,,,,,,8.067,35.593,,,,,11.654,,,11.635,27.283,,,,,9.212,,,,,,,,,,,,,,,,,
Túnez,Northern Africa,Africa,-0.166,0.009,1.169,1.622,0.651,-9.764,4.088,2.074,-0.626,1.547,1.528,1.483,1.423,1.374,1.282,1.08,1.051,1.136,12.415,12.399,12.412,12.508,13.825,14.733,14.126,13.184,12.82,22.236,23.501,22.676,22.773,25.276,24.636,22.369,20.155,20.453,15.159,15.557,15.33,15.459,17.153,,,15.301,15.106,6.736,6.215,6.234,6.689,7.151,6.898,6.858,6.748,6.607,16.49,16.111,16.458,15.679,14.874,14.751,14.248,13.243,14.285,9.701,10.888,10.12,10.273,10.415,10.38,10.438,9.852,9.163,19.658,20.43,18.313,18.654,19.103,19.193,18.858,18.869,18.89,14.751,14.765,14.812,14.259,13.705,13.57,13.179,12.273,12.848,1.268,1.241,1.261,,1.28,1.295,1.292,,11850.0,12176.0,11781.0,12977.0,12368.0,12263.0,14130.0,13615.0,26.841,28.527,29.121,,27.845,,,22.373,21.715,8.848,8.605,8.309,,12.767,,,13.852,14.237,16.326,16.536,15.625,,18.443,,,13.325,12.566,73.605,73.354,75.453,74.656,73.746,73.91,74.284,74.382,74.504,,,63.507,63.429,,61.737,78.0
Ucrania,Eastern Europe,Europe,-9.277,2.942,2.86,4.099,3.873,-3.085,4.411,-22.746,15.218,-0.274,-0.233,-0.264,-0.348,-0.383,-0.425,-0.643,-7.387,-8.172,10.124,10.872,11.138,10.044,8.501,9.841,9.549,,,8.099,7.72,7.726,7.435,7.853,9.069,10.15,,,9.14,9.35,9.5,8.799,8.194,9.475,9.834,,,1.312,1.315,1.317,1.321,1.332,1.344,1.359,,,17.231,17.879,17.623,16.958,15.968,16.254,16.339,,,13.214,13.242,13.098,12.72,11.641,11.777,11.635,,,17.71,17.589,17.589,17.541,18.077,18.121,17.913,,,15.257,15.599,15.408,14.905,13.908,14.122,14.116,,,,,,,,,,,38088.0,48138.0,51349.0,,,,,,8.24,8.17,8.37,7.699,7.063,7.988,9.026,,,12.23,8.04,1.08,10.309,9.947,11.822,11.734,,,10.05,10.74,17.86,9.868,9.164,10.729,10.143,,,80.978,81.097,81.094,81.138,80.592,80.535,80.728,,,,,186.697,178.111,159.555,150.137,64.0
Uganda,Eastern Africa,Africa,2.004,1.357,-0.406,2.753,2.89,-0.424,0.258,1.489,2.428,5.626,5.846,5.987,5.859,5.83,5.738,5.59,5.351,5.113,2.154,2.499,2.928,2.744,2.549,3.276,2.874,2.339,2.252,3.207,3.526,3.945,3.778,3.594,4.42,4.014,3.473,3.359,,,3.428,,2.563,,3.422,,,2.522,2.284,2.057,2.724,3.586,4.559,6.092,6.463,6.737,67.127,66.483,65.892,60.243,53.899,57.806,61.458,61.266,60.812,77.58,76.674,75.732,72.744,69.255,70.798,72.353,71.83,71.437,75.786,75.751,75.83,75.939,75.877,75.937,75.227,74.888,74.702,72.315,71.507,70.705,66.324,61.36,64.072,66.666,66.33,65.913,0.097,,0.172,0.414,,0.158,,0.168,18387.0,18050.0,17423.0,18862.0,,,,,,,4.437,,6.979,,10.01,,,,,3.138,,2.687,,1.549,,,,,4.834,,6.304,,5.54,,,21.692,21.965,22.113,21.337,20.537,19.505,18.681,18.648,18.56,,,,,,,116.0
Uruguay,South America,South America,0.023,1.351,1.465,-0.015,0.849,-7.428,5.633,4.886,0.451,0.453,0.438,0.371,0.278,0.175,0.145,0.025,-0.081,0.003,6.36,6.497,6.559,6.863,7.296,8.662,7.912,6.88,7.408,8.849,9.447,9.474,10.074,10.639,12.44,10.958,9.05,9.435,7.488,7.841,7.89,8.336,8.836,10.413,9.328,7.877,8.355,4.175,4.119,4.062,3.746,3.704,3.356,3.331,3.603,3.655,12.333,11.698,12.704,12.121,12.056,11.49,12.344,12.679,12.4,4.473,3.937,3.879,3.761,3.739,3.811,4.289,3.875,4.398,23.149,23.728,23.984,24.435,24.681,24.894,25.1,24.733,25.698,8.824,8.224,8.744,8.359,8.301,8.011,8.667,8.686,8.706,,3.968,4.961,,,,4.508,4.63,3326.0,3895.0,4039.0,3326.0,3300.0,5054.0,5875.0,6999.0,2.206,2.493,2.539,3.01,3.014,,,1.608,2.034,8.89,9.303,9.402,9.868,10.539,,,9.672,9.926,5.42,5.216,5.79,6.175,6.275,,,7.499,8.53,72.676,72.153,71.955,71.82,71.615,71.751,71.569,71.664,70.647,,,,,,,101.0
Uzbekistán,Central Asia,Asia,5.383,4.12,2.641,3.752,4.865,-0.317,5.961,3.892,4.165,1.53,1.528,1.497,1.585,1.721,1.835,1.96,2.087,2.152,5.274,5.287,5.978,5.099,4.203,3.967,4.296,3.312,3.288,4.927,4.93,5.561,5.922,6.275,7.721,7.313,6.639,6.592,5.15,5.16,5.83,9.35,8.98,5.293,,,,12.195,12.197,12.209,12.229,12.22,12.229,12.232,12.225,12.205,14.711,14.486,14.32,14.111,13.878,13.644,13.705,13.364,13.105,17.596,17.29,17.043,16.711,16.281,15.817,16.176,15.535,15.33,36.023,35.657,35.226,34.705,34.335,34.379,34.097,33.929,33.676,15.745,15.486,15.288,15.024,14.712,14.391,14.561,14.115,13.877,2.419,2.673,2.672,2.768,2.788,2.784,2.805,,18955.0,21893.0,26186.0,35801.0,60814.0,61677.0,,,,,,,,1.509,,,,,,,,,,,,,,,,,,6.222,,,,51.782,52.146,52.565,53.066,53.446,53.391,53.671,53.846,54.12,,,59.328,62.338,45.682,48.066,69.0
Vanuatu,Melanesia,Oceania,-1.844,2.386,3.867,0.465,0.863,-7.177,-3.809,-0.421,-0.136,2.628,2.628,2.735,2.835,2.805,2.841,2.865,2.906,2.942,4.347,4.293,4.256,4.23,4.268,3.981,4.307,4.027,3.978,6.36,6.431,6.522,6.626,6.827,4.122,5.289,6.448,6.371,,,,,5.445,4.046,,,,1.431,1.642,1.886,2.158,2.461,2.557,2.633,2.676,2.696,57.535,56.278,55.168,54.115,53.015,45.573,44.903,44.218,43.79,55.071,52.435,49.866,47.287,44.649,45.58,45.171,44.1,43.424,63.783,62.535,61.185,59.902,58.56,58.445,58.021,57.756,57.478,56.439,54.559,52.787,51.034,49.227,45.576,45.027,44.166,43.623,,0.162,,,0.158,,,,83.0,130.0,168.0,258.0,,,,,,,,,,2.113,,,,,,,,6.155,3.638,,,,,,,,4.778,5.027,,,,34.786,35.822,36.93,37.94,38.98,38.997,39.347,39.568,39.826,,,,,,,107.0
Venezuela,South America,South America,,,,,,,,,,1.063,0.638,-0.633,-2.482,-2.924,-1.678,-0.676,-0.028,0.379,5.85,5.256,4.518,5.001,5.487,7.286,6.705,5.41,5.185,6.569,5.413,5.858,6.167,6.478,7.907,7.548,6.222,6.001,,5.319,5.045,,,7.53,,,,3.509,3.528,3.173,2.811,2.43,2.094,1.859,1.721,1.644,9.67,9.264,11.867,13.383,15.179,15.786,15.91,15.095,14.785,1.262,1.207,2.174,2.985,3.749,3.779,3.845,3.499,3.431,31.446,31.648,32.707,34.125,36.484,37.924,38.214,38.389,38.908,6.334,6.054,8.087,9.321,10.72,11.092,11.179,10.881,10.631,,,1.664,,,,,,,,,,,,,,,5.744,5.76,,,,,,,,4.673,3.943,,,,,,,,5.595,5.744,,,,,,,65.045,64.825,64.121,63.063,61.085,59.982,59.927,59.89,59.448,,,,,,,188.0
Viet Nam,South-Eastern Asia,Asia,5.669,5.354,5.618,6.281,6.325,1.916,1.667,7.315,4.343,3.314,3.312,3.261,3.093,2.923,2.853,2.758,2.61,2.496,1.985,1.992,2.037,1.286,1.758,1.783,2.476,1.616,1.772,1.706,1.699,1.703,1.029,1.598,2.448,2.288,1.424,1.511,1.849,1.848,1.874,1.161,1.681,2.103,2.385,1.523,1.645,2.901,2.833,2.034,2.141,2.415,2.719,2.067,1.852,1.812,42.591,40.258,38.864,36.692,33.627,31.49,29.309,32.316,31.899,45.493,43.525,41.505,38.807,35.857,33.832,28.764,34.657,34.128,57.763,55.923,55.117,53.914,52.54,52.414,52.051,51.738,51.162,44.018,41.865,40.155,37.724,34.705,32.612,29.044,33.454,32.984,0.801,0.833,,,,,,,73817.0,87346.0,102447.0,106931.0,111338.0,111477.0,94243.0,122487.0,4.588,4.626,4.001,2.075,2.531,4.483,3.414,2.936,2.688,1.244,1.169,1.271,0.857,1.269,1.405,2.016,1.101,1.253,2.618,2.659,2.78,1.758,2.301,2.461,2.824,1.788,1.924,39.336,41.244,42.849,43.944,45.046,44.867,45.883,46.41,47.027,,,65.572,,71.49,,70.0
"Yemen, Rep. del",Western Asia,Asia,-30.151,-12.055,-7.889,-2.186,,,,,,4.816,4.761,4.754,4.684,4.674,4.563,4.413,4.525,4.637,16.856,17.378,17.575,16.584,16.216,16.992,17.293,16.351,16.095,29.822,30.484,30.735,29.499,29.034,29.485,30.165,29.787,29.464,,,,,,,,,,6.937,6.966,6.963,6.95,6.928,6.913,6.92,6.911,6.881,28.377,28.684,28.806,28.394,27.887,28.129,28.019,27.555,27.403,50.061,49.565,48.995,48.025,46.938,46.763,47.166,46.178,45.606,44.167,44.929,45.942,46.708,47.19,47.341,46.973,46.751,46.922,29.87,30.093,30.148,29.694,29.142,29.36,29.282,28.746,28.558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.895,48.106,47.095,46.342,45.882,45.746,46.107,46.338,46.197,,,,,,,187.0
Zambia,Eastern Africa,Africa,-0.241,0.594,0.398,0.954,-1.519,-5.568,3.286,2.343,2.465,4.381,4.353,4.327,4.266,4.22,4.16,4.069,4.015,4.041,5.815,5.069,4.321,4.986,5.8,5.59,4.769,5.736,5.646,6.097,5.446,4.78,5.089,5.222,6.565,5.708,6.298,6.207,11.888,,4.529,5.032,5.538,6.032,5.197,5.993,5.861,0.812,1.181,1.716,1.626,1.245,2.058,3.678,3.019,3.194,51.995,52.042,52.041,53.787,53.114,54.678,53.695,52.954,52.345,56.02,59.235,62.54,66.997,62.634,64.486,62.681,59.717,59.081,72.595,73.938,75.043,72.554,73.139,73.268,69.663,70.88,70.609,53.802,55.279,56.777,59.778,57.372,59.112,57.789,56.063,55.445,,0.09,,0.225,0.239,0.255,0.297,0.262,9137.0,8875.0,9400.0,10240.0,9606.0,10736.0,13990.0,17300.0,0.646,,5.981,7.585,8.319,8.977,7.455,10.436,9.702,14.303,,3.142,3.993,4.792,4.627,4.293,4.467,4.009,4.744,,9.659,11.74,10.359,11.057,9.502,11.044,11.342,26.593,24.881,23.241,25.821,25.615,24.674,26.659,26.101,26.197,,,,,,,85.0
Zimbabwe,Eastern Africa,Africa,0.666,-0.49,2.589,3.459,-7.786,-9.334,6.612,4.344,3.585,0.973,1.113,1.26,1.401,1.567,1.759,1.915,1.991,2.053,5.119,5.788,6.404,7.01,7.758,8.745,9.221,9.615,8.694,5.632,5.982,6.284,6.58,6.995,8.497,9.858,10.562,8.824,,,,,7.373,,9.54,10.087,9.348,0.961,1.266,1.681,2.199,2.877,2.882,2.875,2.847,2.846,61.882,61.025,60.29,58.805,57.82,53.431,47.164,46.569,45.875,71.065,70.489,69.123,67.842,66.858,64.003,60.103,60.191,59.243,74.001,72.8,70.977,69.58,68.043,68.272,68.334,68.693,68.647,66.481,65.776,64.736,63.368,62.398,58.741,53.623,53.324,52.533,0.177,0.174,0.179,0.201,,0.189,,0.166,9055.0,8124.0,9518.0,16810.0,25028.0,20273.0,,,,,,,5.615,,7.116,5.945,5.949,,,,,6.506,,8.089,8.952,8.581,,,,,9.125,,11.589,12.427,11.282,25.037,25.934,27.342,28.221,29.08,28.846,28.791,28.46,28.507,,,,,,,140.0
