pais,continente,pago_impuestos,desempleo_total,empleos_agricultura,indice_facilidad_para_hacer_negocios,crecimiento_PIB_per_capita,contaminacion_aire,agricultura_silvicultura_pesca_valor_agregado,exportaciones_bienes_servicios_PIB,nuevas_empresas_registradas,empleadores_total,inflacion_deflactor_PIB,personas_desempleadas_educacion_basica,tierras_cultivables,trabajadores_asalariados,Medicos (cada 1.000 personas),inversion_extranjera_directa,crecimiento_poblacion_urbana,PIB_per_capita,comercio_servicios,exportaciones_bienes_servicios,puntaje,corrupcion,salud,libertad,industria,construccion,comercio_por_mayor_menor_transporte_alojamiento_comida,actividades_financieras_seguros,actividades_inmobiliarias,actividades_profesionales_cientificas_tecnicas_administrativas_apoyo,administracion_publica_defensa_educacion_salud_trabajo_social,artes_entretenimiento_recreacion_servicios_organizaciones_extraterritoriales,Cluster,PCA1,PCA2
Dinamarca,Europe,-0.601316985338679,-0.3981681693378559,-0.7882825176612586,-1.4115167295616953,-0.1399612738110855,-0.2227444680657913,-0.8924612249953,0.3867390897689641,-0.1089573397403501,-0.4647684178922739,-0.4954717308479882,-0.3374919837582282,2.8897949581127325,0.9731616847121444,0.846338467609719,-0.499090545678904,0.0006182198495005,1.56676410013892,0.3884193724931287,-0.1198009459668859,0.9975957004920392,2.9311826883666745,0.809772733935452,1.198621325905495,-1.389561771420757,-0.7787271300008335,1.409717827739397,-0.102996085905948,-0.819922074015038,0.985708857773979,2.025875141357544,0.2813384971816688,1,4.697982034735707,0.9343698849882118
Ecuador,South America,-0.7288028084107331,-0.8142392205924877,1.2619445686310442,1.299462904679717,-1.016922446364204,0.5086027087258925,0.642113755652502,-0.9117557821796658,0.0,-0.2407588361660603,-1.6278786459073176,-1.247830876182039,-0.9200075867444296,-0.893539175446898,-0.5980711088113495,-0.4279722007561825,0.8569410285293224,-0.6920569176452043,-0.7528082676112917,-1.6576029712505636,0.2211753102054844,0.4704645781805286,0.293811345941182,0.3159570929364991,0.6436582557176734,-0.0618516317900701,-0.7984203230360074,-0.4289617204214764,0.3517121751864234,-0.6616316053293698,-0.4770801021530632,-0.4818529049061243,0,-2.648466309129802,1.7826690743823677
El Salvador,North America,1.374713272278158,-0.7545325558369395,0.5628776874357658,0.4753250958703277,0.0788713579416635,0.5270661879846199,0.1048398943177119,-0.647343577764718,-0.4713938549789282,0.4194799310269902,-0.3224838265763931,-1.0841641726100493,1.1309136268658917,-0.6608294285591968,-0.7670397762417386,-0.356948680293358,0.7308241792311804,-0.7968446697159931,-0.3888502285684082,-0.1106166113627281,0.298717295060134,-0.0411698803730265,-0.4064219663367561,-0.1280825825448358,0.6436582557176734,1.0243233654989652,-0.9050936636531768,-0.4289617204214764,0.3517121751864234,-0.887294682466815,-0.4770801021530632,-0.7998493224427048,0,-2.5990265289621073,1.1288449823819635
Eslovenia,Europe,-0.601316985338679,0.021341485646153,-0.4027187149775121,-0.6958181061219624,0.1633387970235741,0.5208411851576185,-0.6624475960061891,1.244939723528116,-0.4287542649508602,0.0124449767625671,-0.407342186736319,0.0341868710016253,-0.5811238640209951,0.5563140072653278,0.0750782598226201,-0.1728944036333547,-0.3660744680257697,0.0136705688601154,-0.0793423508216682,0.3007650427818415,0.157640909711675,-0.6908644309172234,0.7974879389832076,0.982016606158502,0.3351696998759806,-0.5397686305972458,0.9296877949621348,-0.5919445376792407,-1.0595745340789733,1.3242034734801469,0.2145259519748679,-0.1956561291232018,4,1.9440853372981282,-0.4404974145672471
España,Europe,-0.6650598968747061,2.068092205473126,-0.6471023233646748,-0.8259451285655501,0.7588505490064654,-0.828141102221836,-0.5008338923356037,-0.4975806937132925,0.6792585997785023,0.9028690284361884,-0.4679553011362661,1.9786433150451015,0.4974031231322336,0.5311477996579793,0.7870631689547034,-0.3701292802190357,-0.6564611630483826,0.266436248187459,-0.4497195735718577,0.0943088544925435,0.3982711981961032,-0.4797137019903594,1.3073069295013553,0.175164025100954,-1.3054285289184773,-0.8004506299466142,1.6870685133440366,-0.7549273549370048,-0.926434278487898,1.301637165766402,0.906132006102799,1.2671273915450687,4,3.232267411754448,-2.5803850791672147
Estados Unidos,North America,-0.5630712384170629,-0.5541557385159634,-0.8497893302500277,-1.368141055413833,0.1222465293621041,-2.2389805778870757,-0.8663527361513204,-1.3179969334369157,0.0,-0.5371925683751851,-0.3956044090271229,-0.6415097431866446,-0.0248008226118002,1.0986302465076272,-0.0829892032574214,-0.291993925263939,0.1362733182542247,1.7559439468156055,-0.7151318526859982,-0.6769839119524613,0.7934851855198005,0.2917985767808745,0.7299215667458625,0.6408641725569886,0.2510364573737007,0.3726183671255438,-0.7984203230360074,1.2008664521561654,0.8842731975507243,-0.4359685281919248,-0.4770801021530632,-0.6090514719207565,1,0.9937445769163014,2.4818271887703105
Estonia,Europe,-0.7288028084107331,-0.3772239466225588,-0.6550610107882567,-1.1078870105266572,-0.0144015670677049,-2.4947798445403113,-0.482924763624444,1.1809183490188524,-0.3063966221203169,-0.0015907113155163,-0.3228686717471864,-0.1242223825952865,-0.1349887217271566,0.9382086185908276,0.4940933020391092,-0.848044558099724,-0.5907532247585943,-0.1289560768745467,0.4243216411676594,-1.0263713075189655,-0.0519725848308933,0.2349503036082572,0.1893905888471034,0.1155977271705309,-0.0434298913842787,-0.5397686305972458,1.185703812443341,-0.0215046772770659,-0.819922074015038,0.1056228569379432,0.9225988169153684,0.2813384971816688,1,2.2897648087464915,-0.337186436002086
Federación de Rusia,Europe,-0.6650598968747061,-0.501795181727721,-0.423394000784426,-0.8693208027134128,-1.3342460688611113,0.2800907117463572,-0.2526953620002587,-0.6780974036792908,4.663804612756778,-1.3377882163490715,0.8208911758505457,0.0615027523938776,-0.7013097768251181,1.0563758732409685,0.8517890697848929,-0.509331587347776,-0.4497990990724355,-0.5337810393587032,-0.606521844934745,-0.0354198717911858,0.0916051548677156,-0.7558338859716431,-0.4555611461457342,-0.3284419483108043,1.6252127515776056,2.1104983627880007,-0.6917469824188381,0.3859523658673443,0.6179926863685741,-0.6616316053293698,-0.4770801021530632,1.4261256003133589,0,-1.2734817339525937,0.5648936304505695
Finlandia,Europe,-0.7288028084107331,0.0860497558262497,-0.6384515761651292,-1.0645113363787946,-0.5476226593415422,-2.4947798445403113,-0.6438911493898068,-0.4000561091080764,-0.3369635571404379,0.0343406501643776,-0.2599464863224794,0.3513482553677362,-0.7048055858072042,0.6928639855792725,0.4913680009515223,0.1577584880273517,-0.477354040935895,1.0617820837906995,-0.215370982448349,-0.6915257750757111,0.9370629252184094,2.362699956640502,0.8957662986011639,1.160715499949771,-0.9548733518256444,-0.5614921305430265,0.6523371093574948,-0.7549273549370048,-0.979690380724328,1.4144687043351247,1.8282734116067063,0.1541399301670368,1,3.7070387581885877,1.0859687438160142
Francia,Europe,-0.6650598968747061,0.2389113216140144,-0.7663961272464083,-0.7825694544176875,-0.3610768093228052,0.2373315903861297,-0.7638607344910692,-0.5606594222175121,1.7097239209568182,0.3358272300816122,-0.3559653564354115,0.4704409265423265,1.138884071345048,0.8321584268627429,0.3728174036414912,-0.3895682944979129,-0.1636516258749701,0.7809547875305778,-0.29198184327675,0.1276020674326158,0.5213378322234826,0.6734941252255902,1.2458829547401329,0.6625246445316879,-1.4456505997556102,-0.8221741298923949,1.1430344761964737,0.2229695486095803,-0.8731781762514681,2.0914579357474596,1.7624061683564272,0.2813384971816688,1,3.6783089866521848,-0.2787642407145963
Grecia,Europe,-0.7288028084107331,2.52511390114125,0.0775707695412585,0.2150710509831521,-0.4514145723563544,0.5270661879846199,-0.2636997663890437,-0.5412959021972255,-0.4381555239570487,1.7989073553410426,-0.6078465207196361,1.5106159748724082,-0.04304894549829,-0.3777872664567996,2.1926372048776583,-0.4952027428231286,-1.1185363419894747,-0.116560087909334,-0.0793423508216682,0.2632623431481971,-0.3381275224880513,-0.8857727960804825,0.852769516268308,-1.898826166476502,-1.5858726705927435,-1.343538128591132,2.327108557047053,-0.7549273549370048,-1.1128306363154037,0.3989848572166217,0.6261962222891124,0.1223402884133787,4,1.927222231810046,-4.19216044389537
Guatemala,North America,-0.7288028084107331,-0.9877324087565152,1.7536530394532153,0.5837642812399843,0.1261600786631965,0.5270661879846199,1.0622230761419946,-1.0266014871275726,-0.4357153064554424,-0.5209111702046083,-0.1446853576698815,-1.1963993003388858,-0.2615370068786764,-0.6223033823454787,-1.6391361242695537,-0.3735429607753263,1.770493331848637,-0.7918990069439928,-0.6064250733210671,-0.1951890258426815,0.2952153989699242,-0.227957063654483,-0.609121083048791,0.8087328303609076,-0.057452098467992,-0.0618516317900701,-0.7984203230360074,-0.4289617204214764,0.0854316640042732,-0.887294682466815,-0.4770801021530632,-0.0048582786012535,0,-2.689036885768809,1.5284060107518123
Guyana,South America,0.992255803061996,0.7504817764436202,0.6341598443600213,1.4079020900493735,-0.5649075020880335,0.5270661879846199,3.6857042479352846,0.0,-0.4961941707452533,1.2301812744170968,0.003864878256338,0.0511021448344845,-1.071446031848403,-0.4169347005126746,-0.6048843615303168,-0.2519780031874211,-0.1424555167492321,-0.7081524219075677,-0.5104276325525107,0.0,-2.7679431382237443,-0.983226978662112,-2.181574836936091,-1.898826166476502,0.6436582557176734,-0.0618516317900701,-0.7984203230360074,-0.4289617204214764,-0.1808488471778771,-0.887294682466815,-0.9710844265301568,0.4721363477036171,0,-4.374963815122742,-2.4707928917498103
Haití,North America,1.7571707414943198,-1.379420633566473,3.0553309705688387,2.383854758376282,-0.6066520279663523,0.5270661879846199,2.6272219983352603,-1.3432519909887295,0.0,-1.65499476691376,0.4275794112997779,-2.03024070022484e-16,1.772883988336198,-2.4528601830190704,-1.7754011786488997,-0.4895132752293109,2.6395338060039024,-0.91090374174133,-0.5552328896854155,-0.7097031039797735,-0.5077193474282203,0.3973739412443064,-2.181574836936091,-0.9945014615328072,-0.057452098467992,-0.0618516317900701,-0.9050936636531768,-0.4289617204214764,0.0854316640042732,-0.887294682466815,-1.300420642781552,-0.1638564873695437,0,-5.640888766941829,0.5240527974209034
Honduras,North America,2.522085679926644,-0.4186434915446014,1.4808084727795476,1.3862142529754422,0.0217987639673996,0.5270359695242945,1.5474957324238992,-0.0314422442188477,-0.4672840149762229,3.3636058622857985,0.7598932162798053,-0.8963817745871591,-0.5845497568234396,-1.2303831682160338,-1.4347385427005346,0.0380900196373856,2.387300107407618,-0.8696718599386575,-0.2305318685912325,-0.1833259269789776,-0.3726462125201211,-0.4472289744631495,-0.2958588117665559,-0.1443279365258603,1.1204132965639255,3.4139083595348434,-0.7984203230360074,-0.5919445376792407,0.6179926863685741,-0.887294682466815,-1.300420642781552,-0.7998493224427048,0,-4.86208259891136,2.2216727643377996
Hungría,Europe,-0.5375740738026521,-0.314547578646185,-0.579972525096201,-0.3705005500129929,0.6975382766226846,0.5270661879846199,-0.2706044907114185,1.6322886777676011,-0.2261134663174695,-0.1189290636482949,-0.0400074712140999,0.4495254190327776,2.092051348400666,0.8622957372073454,0.2760692150321555,-0.9714111804256718,-0.7295877395321793,-0.368900445224026,0.0795566388375753,0.6710085315119544,-0.3666429620797613,-0.772076249735248,0.0972546267052694,-0.577537376019846,-0.0153854772168521,-0.3442571310852195,1.1537018102581904,-0.5919445376792407,-0.819922074015038,1.0985403963427014,0.3627272492879961,0.1859395719206946,4,1.7534852464682629,-2.1270131351347588
Irlanda,Europe,-0.6650598968747061,0.1692014460093692,-0.5435528793861142,-0.9777599880830692,4.289672670002342,-2.4126460693762835,-0.9010921303982684,3.0226522582911812,-0.2524292855847922,0.1999617694857633,1.1399278224382037,0.3924935160422587,-0.7608783618798666,0.5797196159865651,0.307410177539405,4.227403053279304,0.4489159278588627,2.104543803333565,2.866933942013558,4.499025868550425,0.7039366997844314,1.3313098576515894,0.9326206834578976,1.0307526681015753,-1.1511842509976309,-1.039409129350202,0.9616897971472856,1.77130631255834,-1.1128306363154037,0.6923468574953006,1.2190014115416248,-0.1638564873695437,3,6.811597394059924,1.2579282676731887
Islandia,Europe,0.0998550415576179,-0.7575022590577651,-0.6371539640851974,-0.9343843139352068,0.5018608115680655,-2.132611597542198,0.0532702345349751,0.2232685617275183,-0.4684784372270091,-1.1890099227213855,0.5909461863015399,-0.825863369486658,-1.1362583303762808,0.7178230639059018,0.7359637735624485,0.0632185015100806,0.2528519184457846,1.5599407787477215,0.3831937053545178,0.9739002331449096,1.014604910073059,0.14561730290843,1.258167749692377,1.0903189660319983,0.5595250132153935,0.3726183671255438,-0.7984203230360074,0.3859523658673443,0.6179926863685741,-0.6616316053293698,-0.4770801021530632,0.5675352729645914,1,1.240658624011801,2.433963365979029
