pais,continente,pago_impuestos,desempleo_total,empleos_agricultura,indice_facilidad_para_hacer_negocios,crecimiento_PIB_per_capita,contaminacion_aire,agricultura_silvicultura_pesca_valor_agregado,exportaciones_bienes_servicios_PIB,nuevas_empresas_registradas,empleadores_total,inflacion_deflactor_PIB,personas_desempleadas_educacion_basica,tierras_cultivables,trabajadores_asalariados,Medicos (cada 1.000 personas),inversion_extranjera_directa,crecimiento_poblacion_urbana,PIB_per_capita,comercio_servicios,exportaciones_bienes_servicios,puntaje,corrupcion,salud,libertad,industria,construccion,comercio_por_mayor_menor_transporte_alojamiento_comida,actividades_financieras_seguros,actividades_inmobiliarias,actividades_profesionales_cientificas_tecnicas_administrativas_apoyo,administracion_publica_defensa_educacion_salud_trabajo_social,artes_entretenimiento_recreacion_servicios_organizaciones_extraterritoriales,Cluster,PCA1,PCA2
Italia,Europe,-0.346345339194571,0.4799261830094475,-0.6793696104189798,-0.2403735275694051,-0.2713913045061047,0.4290072842291857,-0.6585636885748533,-0.6607762833366004,0.784997077098106,1.8129430434191265,-0.4235056839096383,0.235912940697548,0.3400218027587136,0.1809439682824741,0.8027336502083282,-0.4886598550902382,-0.5430619792256833,0.4782003485692963,-0.5879739523131322,0.0244696434400934,0.2076679967146749,-0.7639550678534456,1.2950221345491106,-0.8970293376466604,-0.5482293463979582,-0.8438976298381757,1.2923771530605104,-0.102996085905948,-1.0595745340789733,1.301637165766402,0.1815923303497283,1.7441220178499393,4,1.9071371832302808,-1.7870982579523738
Jamaica,North America,1.1197416261340498,0.7323509567796315,0.531215952685429,0.0415683543917017,-0.3946681074905148,0.5270661879846199,0.2727110044054495,-0.6302188420064118,-0.4759146789819041,-0.3227272545420682,0.7063997375395346,-0.9430130700182846,-0.4459758887735434,-0.6424984872155729,-1.5417066103883212,0.0611323633923474,-0.073568162090583,-0.7358386221720552,0.2479715038418201,0.1813686929277897,0.0881032587775053,-0.8126821591442603,-0.3449979915755334,0.4134292168226459,-0.7585624526536581,-0.4963216307056843,-0.7984203230360074,-0.4289617204214764,1.416834219915025,-0.4359685281919248,1.0049328709782173,-1.4358421575158655,0,-1.726702842618702,0.2033490020908073
Kosovo,Europe,0.8010270684539149,3.753476933376468,-1.0038591378739343,-0.2620613646433364,1.810943052783468,-2.4947798445403113,0.5681037418220469,-0.9236566879933512,-0.4665005767257071,-2.06315257622443,-0.4571796363540533,3.7896062466779057,-1.2206471592038413,-3.745916500227078,-1.8339951520320183,-0.0398556863979171,-0.8885585579752154,-0.8097746123079994,-0.1161800784284193,-0.3855726285747033,0.0280707543739061,-0.6177737939810013,-0.6889722502383805,-0.9782561075517828,0.6436582557176734,1.0243233654989652,-0.7984203230360074,-0.4289617204214764,0.3517121751864234,-0.6616316053293698,-0.4770801021530632,1.1081291827767783,2,-2.0854400131254263,-3.129908390379639
Letonia,Europe,-0.79254571994676,0.1637309400762692,-0.3170763177020108,-1.086199173452726,0.9199583285681018,0.2935681450514183,-0.3215268325889328,0.6531151400277543,-0.3370406166404886,0.5109926172960952,-0.4997050277267146,0.9781277263096294,0.161106299055543,0.7104699744403805,0.3292125862401004,-0.26449483189382,-1.7120273975101434,-0.3398999270719308,-0.0175052896814388,-0.1536681798197179,-0.2175622428108223,-0.4878348838721618,-0.11772928495901,-0.7075002078680418,-0.5902959676490981,-0.604939130434588,1.3563811574308122,-0.6734359463081226,-0.6601537673057478,0.2410207032204103,0.5438621682262634,-0.2274557708768599,4,1.685485319963089,-2.4575524406777745
Lituania,Europe,-0.5375740738026521,0.0460369124298613,-0.2193228743471457,-1.2597018700441762,0.6489450394674542,0.5128937300920782,-0.3467722308926157,0.8890908566238636,-0.4196869304448915,-1.3843867007683088,-0.5745574134460144,1.4502695925497753,1.2031370404357922,0.7968946668203477,1.063681229344776,-0.3203464387731307,-1.6929508992969788,-0.293001367723782,-0.0515366404915285,-0.2745952521077961,0.1501368466612252,-0.9182575236076924,-0.0747325026261541,-1.1623701193367266,-0.3519184472259719,-0.6701096302719302,1.2497078168136426,-0.3474703117925943,-0.979690380724328,0.3312859340753884,0.6097294114765426,-0.1320568456158856,4,1.911134802879241,-2.980793762683794
Luxemburgo,Europe,0.2273408646296719,-0.3172046815279763,-0.9134588296386832,0.063256191465633,-0.6294810655560579,-0.0779376061871965,-1.0400497073860615,4.123673573638149,-0.4138047219410195,0.1752589584683365,-0.1471868512800381,-0.3293772240140863,0.4848182107967234,0.8516803615705011,0.1472987386436734,4.227403053279304,1.960198508523994,3.629904720220828,4.703818007302928,0.2450850142441347,0.7069383250046111,2.0703374088956137,1.080038222884832,1.0199224321142255,-1.78218356976473,0.0250423679930525,0.9616897971472856,6.579299421662383,-0.9530623296061131,2.452518859167371,0.6426630331016822,-0.1638564873695437,3,6.781091121581455,4.011210358326959
Macedonia del Norte,Europe,-0.79254571994676,2.746122340838488,0.5377040130850881,-1.1295748476005885,0.7562415161390705,0.5270661879846199,1.0104376437241835,0.1088156259483801,-0.4248242304482732,0.3605300410990396,-0.1887501297257161,1.941498288047269,-0.072903154205306,0.0826611245813491,0.0968806685233155,-0.2775806073596008,-0.942608636245848,-0.7262606791795316,-0.0828583861186347,0.8835876095373576,-0.1295145696855429,-0.7233491584444333,0.582504027318928,-0.4475745441716505,-0.2116963763888386,-0.4311511308683421,1.047028469641021,-0.9994015808236512,-1.1660867385518334,-0.2103054510544798,-0.2465447507770859,-0.4500532631524662,4,0.7008223516165281,-3.144789583606785
Malta,Europe,-0.79254571994676,-0.537119020038595,-0.8769526764566008,0.4102615846485338,1.7026681887865784,0.5270661879846199,-0.8853407280378511,2.46523425397494,-0.4301156494517563,0.4121813732263868,0.2340022903907404,-0.5197883470245156,0.7391732723333139,0.6353856101797737,0.6071932971739666,2.4871213453962233,1.715383448121718,0.2430444962878641,4.703818007302928,3.861608104935536,0.3847638847052932,0.1050113934994179,0.8834815036489193,0.9549410161901278,-1.5297838422578902,-0.8656211297839564,1.4843891661714157,2.097271947073868,-0.8998062273696832,2.2945547051711603,0.6920634655393916,0.7265334817328818,3,5.555280733303369,0.7157307803262035
Montenegro,Europe,0.6097983338458339,1.3644288423069535,-0.3360214540690157,-0.4138762241608555,0.4946859711827293,0.5270661879846199,0.6509604336905448,-0.1511975637763605,-0.4604128762216998,0.0096378391469505,-0.1469944286946414,1.5797628712837586,-1.175411390975646,0.350997107752703,-0.2328807630747019,1.0796418871456164,-0.2876488642605385,-0.6661198973035771,0.5078355437717562,0.3606545580131208,-0.1705367810280025,0.161859666672035,-0.1115868874828878,-1.324823659146971,-0.6323625889002381,-0.0618516317900701,-0.7984203230360074,-0.4289617204214764,0.0854316640042732,-0.6616316053293698,-0.4770801021530632,-0.6090514719207565,4,-0.5668176479750359,-1.4446182151946854
México,North America,-0.8562886314827871,-0.7056106027780741,0.2031796188786604,-0.1969978534215425,-0.0669083535240276,0.518453926791924,-0.4227241984387386,-0.463645437531695,0.0939146373931927,0.3790571493621095,0.0463902696289993,-1.0475906075660295,-0.4276578497074118,-0.2230099114395901,-0.2274301608995281,-0.2736928045038254,0.6365014936216455,-0.4981365905921616,-0.7343248893987976,0.6067181892828495,0.8275036046818405,0.7303423983982074,0.4350864878919935,0.2942966209617998,1.0643244682290731,1.4587933644145796,-0.6917469824188381,-0.0215046772770659,0.0854316640042732,-0.7744631438980923,-1.300420642781552,-0.9906471729646532,0,-1.2801748301691152,2.228421052886019
Nicaragua,North America,1.502199095350212,-0.6448098368359058,1.6954335108002732,1.581404786640824,0.5096879101702503,0.5249508957618527,2.387714373402884,-0.2311260896207485,0.0,1.015154533060857,0.8861224323000128,-2.03024070022484e-16,-0.347394075478713,-0.9238836150722192,-1.2071759018870265,0.1617411153430241,0.907811690431094,-0.8791039700228757,-0.3627218928753536,-0.9264916686987492,0.1476354923110752,0.5679187607621582,-0.0010237329126869,0.689600234500062,0.5595250132153935,3.4139083595348434,-0.9050936636531768,-0.836418763565887,0.3517121751864234,-0.7744631438980923,-1.300420642781552,-0.7680496806890467,0,-4.226679562923132,2.149895832547226
Noruega,Europe,-0.9837744545548412,-0.7079551053208311,-0.8299791191630684,-1.3030775441920388,-0.3150926050349697,-2.433587462381681,-0.7686077324627019,-0.2903556802710367,-0.1560792240213686,-1.5887463191852058,-1.1137254977274489,-0.4797860102576184,-1.066132402195632,1.063314704145052,1.1985836331803283,-0.379327252829041,0.688431960979704,2.607822805797945,-0.1997262382370755,0.0129892251848961,0.9950943461418892,1.9647620444321816,0.8711967086966748,1.3123388037726662,-1.3194507360021903,-0.3442571310852195,0.897685792776984,-0.6734359463081226,-0.9530623296061131,0.6923468574953006,3.09621784417458,-0.1956561291232018,1,4.62586573522289,2.047228779698724
Panamá,North America,2.075885299174455,-0.691387287352014,0.2654649987153886,0.3668859105006712,0.5367566261694725,0.1429593387903759,-0.4518535041737573,0.055752511247757,-0.1573763922722225,-0.3401315077588919,0.0059815266957012,-1.0157030305432746,-0.6876761217949819,-0.3142503595962723,-0.7568198971632877,0.3134602511781632,1.4631497495254338,-0.3034330708293929,0.0266870805648387,-0.6708610222163561,0.6268949857998115,-0.244199427418088,0.3306657307979156,0.6192037005822894,-0.5201849322305314,-0.9959621294586406,-0.9370956658383276,0.3859523658673443,4.82522476304655,-0.5488000667606474,-1.251020210343843,-0.4818529049061243,0,-2.2358285409368372,2.3900236668507135
Paraguay,South America,-0.027630781514436,-0.6673170612463742,0.908475038057612,1.212711556383992,-0.1141970742455606,0.5270661879846199,0.9485108974578844,-0.4411790410781372,-0.4907229462416518,0.7344407714991854,-0.2655267412989824,-0.9340982635388044,-0.5001609279958792,-0.8341448542007491,-0.8378976045189986,-0.3887148743588402,1.1420286962705006,-0.6966985461290806,-0.6210698441910013,-0.125158474485978,0.172649035812575,-0.333532428117915,-0.5047003259547124,0.6029583466012648,0.6436582557176734,-0.0618516317900701,-0.9050936636531768,-0.4289617204214764,0.0854316640042732,-0.887294682466815,-1.300420642781552,-0.4818529049061243,0,-2.9048792639730223,1.2994248638615837
Países Bajos,Europe,-0.6650598968747061,-0.3053258686446736,-0.803161802844477,-0.5873789207523059,-0.0476667361269901,0.521385117443473,-0.6986973986986569,1.493484053524817,-0.0944316239807884,-0.2845501829696809,-0.4033013124429893,-0.3019470502310712,0.94304885216858,0.5954096590010227,0.5308848667215328,4.0420528387866055,0.1500507891859546,1.2167939320328591,0.6697989678641358,0.8634968775907622,0.9230553408575698,1.583066495987466,0.920335888505653,1.0199224321142255,-1.65598370601131,-1.0828561292417636,1.1537018102581904,-0.3474703117925943,-1.0329464829607582,3.016676552010985,1.4166031412924622,-0.1638564873695437,1,5.231113967182487,0.9204556618027746
Perú,South America,-0.7288028084107331,-0.8680064789063845,1.330025949091468,0.1500075397613582,0.090938134953365,0.5262502895558382,0.4319512090902187,-0.9693750192380034,0.5232901716758342,0.1746975309452132,-0.0563633909728158,-1.2476022914005138,-1.012786357128997,-1.2579313625516495,-0.950997599653856,-0.1904369287142927,0.560195500768988,-0.6798058027920558,-0.6998419377248772,0.0772795674140008,0.145634408830955,-0.5121984295175692,-0.0808749001022764,-0.0685162846144131,1.3447686099033391,0.3726183671255438,-0.7984203230360074,0.3859523658673443,0.3517121751864234,-0.6616316053293698,-0.9710844265301568,-0.4818529049061243,0,-2.7034946958116994,1.4009228168887948
Polonia,Europe,-0.79254571994676,-0.211076866425837,-0.0060819558783471,-0.6307545949001685,0.8759308989308126,0.5269453141433188,-0.5524035521183406,0.046915204950466,0.024959228097802,-0.0167492544398466,-0.3199823329662365,-0.3384063228843286,1.265292524137284,0.3328732956897982,-0.2710349783009189,-0.244581695315458,-1.1789452529978284,-0.3727124752600962,-0.4259782710161933,0.5263552614964684,0.1291254701199654,-0.6583797033900135,0.2201025762277147,0.5596374026518662,0.180925421955134,-0.6266626303803687,1.0043591333941533,-0.1844874945348302,-1.006318431842543,-0.0523412970582681,0.3627272492879961,-0.1956561291232018,4,1.1595096874911004,-1.0138345858955267
Portugal,Europe,-0.7288028084107331,0.5660475764133925,-0.3541015157160659,-0.6524424319740998,0.0638694189541428,-1.6650413609296155,-0.6622318233711149,-0.2073635549102546,-0.0608978982087144,1.1021757991449748,-0.1966394557269791,-0.0174732896230529,-0.4040261809885092,0.4794172617984305,1.402299889477451,-0.4965302852616861,-0.3586558298317613,-0.0573519750771279,-0.2634342172417459,0.4580467728780444,-0.2155611593307021,-0.91013634172589,0.809772733935452,0.472995514753069,-0.5762737605653848,-0.7570036300550528,1.3350464893073783,-0.7549273549370048,-1.006318431842543,1.075974088628957,0.5273953574136936,0.1541399301670368,4,2.375871059648551,-1.1239668301209562
Reino Unido,Europe,-0.7288028084107331,-0.511642092407301,-0.9055866496870968,-1.32476538126597,-0.1301774005583546,-0.3201687841543952,-0.9522302449108572,-0.7117577214427504,4.663804612756778,-0.6938308473265976,-0.4475585070842204,-0.5684769054893672,0.5164902401744241,0.656461014492923,0.055319826937615,-0.4102400267554506,0.2867656930469657,1.1770315492894532,-0.2497894197131506,-0.0166685219743636,0.6674169262722415,1.6074300416328735,1.0186142481236091,0.9116200722407292,-0.0294076843005654,-0.0618516317900701,-0.7984203230360074,1.2008664521561654,0.8842731975507243,-0.4359685281919248,-0.4770801021530632,-0.7680496806890467,1,1.405318591198178,2.8521969818366535
República Checa,Europe,-0.7288028084107331,-0.5904173778439404,-0.7508247822872263,-0.6090667578262372,0.9581154342537526,0.5218686128086771,-0.6009523950100385,1.3372012012718348,-0.1643117472767878,-0.0846819847377711,-0.3365306753103491,1.0651042356799394,1.034149634241746,0.5344618681494824,0.85860232250386,-0.4717811012285789,-0.5462413955945442,-0.1189154188159599,-0.2045970761255339,0.3929910694319264,0.4863188713213827,-0.7801974316170505,0.625500809651784,0.1968244970756532,1.05030226114536,-0.5614921305430265,1.1430344761964737,-0.836418763565887,-0.740037920660393,0.3538522417891329,0.2639263844125773,-0.3228546961378339,4,1.8463840450919702,-1.1866658476141039
República Dominicana,North America,-0.79254571994676,-0.1907578443886085,-0.1634390474380813,0.9958331856446788,1.2685903454737484,0.5264316003177897,0.0951301257393724,-0.872164649967802,-0.391650115676436,-0.2547945242441438,-0.0985039371746837,-0.7101994700349447,0.0486111660120096,-0.8667159335937987,-0.8603813384915907,-0.2602277311984567,1.545814575115813,-0.6516066465384595,-0.4529130368232311,-0.1511807558644252,-0.3241199381272116,0.1537384847902325,-0.4617035436218565,0.8087328303609076,0.222992043206274,0.3726183671255438,-0.5850736418016688,0.3859523658673443,0.6179926863685741,-0.6616316053293698,-0.1477438859016672,-1.4358421575158655,0,-1.6630484254238347,1.4451468348243757
República Eslovaca,Europe,-0.5375740738026521,0.4167809145245222,-0.7358589896320126,-0.522315409530512,1.0637812653832468,0.5270661879846199,-0.6469119662808458,1.7567179504334594,-0.3392753421419596,-0.3126215591258482,-0.6099631691589994,2.8919538096287396,0.7423894165968333,0.6474508907816506,0.5172583612835981,-0.3953525865516276,-1.0061969636230623,-0.1903228715042828,-0.3562704519634883,0.5537169250046886,0.2311807276060846,-0.7233491584444333,0.2815265509889375,-0.5937827300008705,0.3632141140434073,-0.604939130434588,1.3563811574308122,-0.5104531290503586,-0.9530623296061131,0.7826120883502783,0.3791940601005659,-0.4818529049061243,4,2.2763527284680953,-2.785214322642371
República de Moldova,Europe,0.0998550415576179,-1.101050031656443,4.1486124016474095,-0.4572518983087181,-0.4520668305732031,0.5270661879846199,1.6780381766437982,-0.5561818536935513,-0.4379500319569134,-1.86833722570063,1.6529264351056925,-1.3965252765641327,2.4644249211724865,-1.719052923752134,0.2678933117693948,-0.2823218303544489,-1.716266619335291,-0.8467399467164018,-0.1813396316382593,-0.2462768870783094,0.178152015382905,-0.8695304323168775,-0.76882341742797,-0.5396315500641222,-0.4220294826445386,-0.0618516317900701,-0.7984203230360074,-0.4289617204214764,0.3517121751864234,-0.6616316053293698,-0.4770801021530632,1.1081291827767783,0,-2.9490939051954648,-1.087890649348461
Rumania,Europe,-0.346345339194571,-0.314703878815702,1.2095210406017978,-0.305437038791199,0.596112123902707,0.5083005241226403,-0.133373094804219,-0.1814015128546577,0.3282140472974231,-1.4315466127106695,0.0540871730448656,-0.6237944226184474,1.4467949264871989,-0.0680772094618414,0.0416933214996803,-0.326889326506021,-1.412102453380948,-0.5481963970275816,-0.3848503352030517,0.1386998050793065,-0.2045552001900425,-0.9507422511349022,0.1586786014664921,-0.4150838362096016,-0.0153854772168521,-0.3225336311394388,1.2497078168136426,-1.0808929894525332,-1.1660867385518334,-0.5713663744743919,-0.6911486427164701,-0.6090514719207565,4,-0.30467766628409826,-1.57398205349128
San Vicente y las Granadinas,North America,1.055998714598023,-1.379420633566473,-0.0345429141648521,1.3211507417536483,0.4959904876164268,0.5270661879846199,0.2623539179218873,0.0,-0.4975812417461664,1.1470900009948422,-0.7150259007855744,-2.03024070022484e-16,-0.8621169900010824,0.0854055875508745,-1.8339951520320183,0.9364569527012035,-0.6098297229717586,-0.6260161830982591,0.5354799680790993,0.0,-2.7679431382237443,-0.983226978662112,-2.181574836936091,-1.898826166476502,0.5595250132153935,-0.0618516317900701,-0.7984203230360074,-0.4289617204214764,0.3517121751864234,-0.6616316053293698,-0.4770801021530632,-0.5454521884134403,0,-3.027650795338836,-1.5537610995108815
Santa Lucía,North America,0.992255803061996,1.6115394103135547,-0.0575539017156433,0.5187007700181904,-0.7022078567346914,0.5270661879846199,-0.6233927490577567,0.0,-0.4943961157440697,1.3228168157324482,0.0486993406537592,1.6485668905228212,-0.914624040912017,-0.0196607400937956,-1.38772709893966,0.2415833105762661,-0.2314791750773323,-0.4830986385839791,1.21723598644047,0.0,-2.7679431382237443,-0.983226978662112,-2.181574836936091,-1.898826166476502,-0.9829177659930708,-0.0618516317900701,-0.7984203230360074,0.3859523658673443,0.6179926863685741,-0.6616316053293698,-0.4770801021530632,3.3977033890401573,2,-1.9597063121248768,-3.688332458291643
Serbia,Europe,1.438456183814185,1.3808403601062536,0.6751643860858673,-0.5440032466044433,-5.1886297032826826e-05,0.5270661879846199,0.121238614583352,-0.1014337100933929,-0.3975965404303503,0.0556748960430645,-0.156807980549871,0.1988822060904778,0.8506196626822214,-0.1293874765546409,0.1445734375560865,-0.0189943052205854,-1.21603844396787,-0.699527762077981,-0.2614987849681862,0.9918862217447184,-0.2050554710600722,-0.788318613498853,0.0296882544679244,-1.2273515352608244,0.2931030786248407,-1.1697501290248864,0.9723571312090026,-0.836418763565887,-1.1660867385518334,0.2635870109341549,-0.3618124264650745,-0.259255412630518,4,-0.06432884789442099,-2.749426769814596
Suecia,Europe,-0.8562886314827871,-0.217797773715074,-0.8277299248911866,-1.2813897071181075,0.488163389014242,-2.38735321808405,-0.807231034140986,-0.0887079890252936,0.0861316278880695,-0.207634612301783,-0.1406444833765517,0.6274786714500874,-0.7786370715088645,0.901080695021962,0.9955487021551026,-0.3722154183367689,0.6078867463018989,1.475867340072629,-0.0302146282778136,0.2387707842037761,0.9160515486771496,2.5576083218037615,1.0308990430758538,1.258187623835918,-1.1652064580813442,-0.6266626303803687,0.6843391115426456,-0.3474703117925943,-0.7932940228968229,1.2339382426251686,2.33874454679637,-0.0048582786012535,1,4.572587691447508,1.4888297427252957
Suiza,Europe,-0.027630781514436,-0.6290235197146744,-0.7108583302253256,-0.7175059431958937,-0.4308684385256194,-0.309652759961208,-0.953309108086228,0.7015435785369094,-0.1877378352922083,0.5789253475940199,-0.8175871388019927,-0.5344177730421236,-0.5156823198763418,0.6568752730543614,1.025527014118559,1.065228569241278,0.3492942149678933,3.0391124621351415,0.2072951688925091,0.0317405750017183,1.0276119526938388,2.411427047931317,1.2151709673595212,1.2906783317979669,0.6436582557176734,1.6760283638723863,-0.7984203230360074,0.3859523658673443,1.1505537087328743,-0.6616316053293698,-0.4770801021530632,-0.3864539796451501,1,1.7661322927519836,3.948885864817576
Suriname,South America,0.6735412453818609,-0.2509334096527082,-0.3770259957948617,2.01516152811945,-2.0439030087925305,0.5270661879846199,1.1573788082097225,0.0,-0.4938181694936893,-0.0543648984891107,0.3600390838255511,-0.4836719515435457,-1.192331106448943,0.2671615313817221,-1.1410873505130437,-0.2172722508651329,0.2041008674565868,-0.5560297623192032,-0.3811730138832884,0.0,0.3682549459943036,0.1050113934994179,-0.8302473921891927,0.917035190234404,0.5595250132153935,-0.0618516317900701,-0.7984203230360074,-0.4289617204214764,0.3517121751864234,-0.6616316053293698,-0.4770801021530632,-0.5454521884134403,0,-2.479380747424689,1.2801207719916232
Trinidad y Tobago,North America,1.247227449206104,-0.9999238219788522,-0.707484538817503,0.7789548149053659,-0.9490875918119358,0.5270661879846199,-0.7306317486896404,0.0,-0.4327742022035064,1.0084174027833768,-2.254791429129628,-1.2069142002890414,-0.8799456158097219,0.2811427578302494,-0.1395392008248499,-0.4950130939033346,-0.7348867668136138,-0.0185699135506637,-0.456461329324757,0.0,0.317727588121274,-0.91013634172589,-0.7872506098563369,0.7112607064747614,2.7469893182746707,2.1104983627880007,-0.7984203230360074,-0.4289617204214764,0.8842731975507243,-0.6616316053293698,-2.9471017240385304,-1.4358421575158655,0,-3.071448661794556,2.0065949680801047
Ucrania,Europe,-0.920031543018814,0.0491629158202043,0.3159853623607348,-0.1102465051258173,-3.617475956940092,0.5270661879846199,1.5136194287172478,0.2604245250930175,-0.009935882175168,-1.3265596658866046,4.293335063932242,-0.1306227564779899,2.7350704525655987,0.4473122232869985,-1.8339951520320183,-0.5777000229334855,-1.1789452529978284,-0.8781442149853098,-0.0955999819195688,-3.2572079148080526,-0.4261751956133308,-0.7558338859716431,-0.4248491587651229,-0.9565956355770834,0.7838803265548068,1.0243233654989652,-0.7984203230360074,0.3859523658673443,0.6179926863685741,-0.6616316053293698,-0.4770801021530632,0.4721363477036171,0,-3.1335644584526103,-0.540118417009402
Uruguay,South America,0.737284156917888,-0.209044964222114,-0.2405172049860324,0.6922034666096407,-0.5844752485934955,-1.6956828796994183,0.2345192479973139,-0.922596211237676,-0.4563929389690537,0.2808073328155247,1.3221520108088385,-0.5123593416249488,-0.2504902504952841,0.0174154011548905,0.8695035268542077,-0.1176117435134259,-0.408466686277246,-0.157540381578283,-0.4082690657131229,-0.8530169918654865,0.476313453920783,0.9983414004976888,0.4228016929397497,0.9549410161901278,0.6436582557176734,-0.0618516317900701,-0.9050936636531768,0.3859523658673443,0.3517121751864234,-0.6616316053293698,-0.4770801021530632,0.1541399301670368,0,-0.7783302313656093,1.651247465061064
Venezuela,South America,3.223257706822941,-0.548060031904795,-0.4559208102547175,2.5790452920416636,-0.5919762180872559,0.5269150956829939,-1.088382777642685,0.0,0.0,-0.0931033975846213,-0.5741725682752211,-0.9943303534706752,-1.01453426162004,-0.3777354841366197,-0.7002698995958592,-0.5570282906759478,0.2380146420577679,-0.9785529049229093,-0.938642023077573,0.0,0.6389014866805315,-0.0980181535456436,-0.1361564773873768,0.0072953672970344,2.494589590767831,1.4153463645230182,-0.7984203230360074,-0.4289617204214764,0.8842731975507243,-0.6616316053293698,-0.4770801021530632,-0.4818529049061243,0,-3.447716458404993,1.7122398674234565
